	larva(3)
dst_to_origin(702)	123,976
dst_to_origin(703)	123
dst_to_origin(704)	122,483
dst_to_origin(705)	119,817
dst_to_origin(706)	118,849
dst_to_origin(707)	117,881
dst_to_origin(708)	117,175
dst_to_origin(709)	117,175
dst_to_origin(710)	117,444
dst_to_origin(711)	117,444
dst_to_origin(712)	118,68
dst_to_origin(713)	119,921
dst_to_origin(714)	120,208
dst_to_origin(715)	120,88
dst_to_origin(716)	121,165
dst_to_origin(717)	122,123
dst_to_origin(718)	121,84
dst_to_origin(719)	122,123
dst_to_origin(720)	122,123
dst_to_origin(721)	122,413
dst_to_origin(722)	123,329
dst_to_origin(723)	124,278
dst_to_origin(724)	124,278
dst_to_origin(725)	125,228
dst_to_origin(726)	126,491
dst_to_origin(727)	127,44
dst_to_origin(728)	128,082
dst_to_origin(729)	128,736
dst_to_origin(730)	127,44
dst_to_origin(731)	127,138
dst_to_origin(732)	127,472
dst_to_origin(733)	127,812
dst_to_origin(734)	127,812
dst_to_origin(735)	128,752
dst_to_origin(736)	129,097
dst_to_origin(737)	130,384
dst_to_origin(738)	131,674
dst_to_origin(739)	132,608
dst_to_origin(740)	132,608
dst_to_origin(741)	133,544
dst_to_origin(742)	135,074
dst_to_origin(743)	134,134
dst_to_origin(744)	133,899
dst_to_origin(745)	135,004
dst_to_origin(746)	135,004
dst_to_origin(747)	136,308
dst_to_origin(748)	136,693
dst_to_origin(749)	136,693
dst_to_origin(750)	136,693
dst_to_origin(751)	136,693
dst_to_origin(752)	137,615
dst_to_origin(753)	138,004
dst_to_origin(754)	138,004
dst_to_origin(755)	138,924
dst_to_origin(756)	140,236
dst_to_origin(757)	140,631
dst_to_origin(758)	142,468
dst_to_origin(759)	143,924
dst_to_origin(760)	143
dst_to_origin(761)	141,549
dst_to_origin(762)	141,947
dst_to_origin(763)	142,762
dst_to_origin(764)	144,087
dst_to_origin(765)	144,506
dst_to_origin(766)	144,506
dst_to_origin(767)	144,506
dst_to_origin(768)	145,413
dst_to_origin(769)	145,836
dst_to_origin(770)	145,413
dst_to_origin(771)	145,836
dst_to_origin(772)	145,836
dst_to_origin(773)	145,413
dst_to_origin(774)	145,836
dst_to_origin(775)	146,741
dst_to_origin(776)	146,741
dst_to_origin(777)	148,499
dst_to_origin(778)	149,833
dst_to_origin(779)	151,212
dst_to_origin(780)	150,791
dst_to_origin(781)	151,212
dst_to_origin(782)	149,833
dst_to_origin(783)	149,375
dst_to_origin(784)	149,375
dst_to_origin(785)	149,375
dst_to_origin(786)	148,061
dst_to_origin(787)	147,177
dst_to_origin(788)	145,825
dst_to_origin(789)	146,294
dst_to_origin(790)	146,294
dst_to_origin(791)	146,294
dst_to_origin(792)	147,177
dst_to_origin(793)	148,125
dst_to_origin(794)	149,003
dst_to_origin(795)	149,883
dst_to_origin(796)	150,36
dst_to_origin(797)	150,36
dst_to_origin(798)	151,238
dst_to_origin(799)	151,717
dst_to_origin(800)	151,717
dst_to_origin(801)	151,717
dst_to_origin(802)	151,717
dst_to_origin(803)	151,717
dst_to_origin(804)	151,717
dst_to_origin(805)	151,717
dst_to_origin(806)	151,717
dst_to_origin(807)	150,841
dst_to_origin(808)	149,482
dst_to_origin(809)	148,125
dst_to_origin(810)	147,648
dst_to_origin(811)	145,825
dst_to_origin(812)	146,25
dst_to_origin(813)	147,597
dst_to_origin(814)	148,071
dst_to_origin(815)	147,648
dst_to_origin(816)	146,322
dst_to_origin(817)	146,82
dst_to_origin(818)	147,33
dst_to_origin(819)	146,932
dst_to_origin(820)	147,462
dst_to_origin(821)	148,385
dst_to_origin(822)	149,308
dst_to_origin(823)	150,233
dst_to_origin(824)	150,233
dst_to_origin(825)	150,615
dst_to_origin(826)	152,315
dst_to_origin(827)	152,712
dst_to_origin(828)	154,029
dst_to_origin(829)	154,945
dst_to_origin(830)	155,348
dst_to_origin(831)	154,434
dst_to_origin(832)	154,845
dst_to_origin(833)	154,845
dst_to_origin(834)	154,845
dst_to_origin(835)	153,522
dst_to_origin(836)	151,7
dst_to_origin(837)	149,883
dst_to_origin(838)	148,977
dst_to_origin(839)	147,648
dst_to_origin(840)	146,741
dst_to_origin(841)	145,836
dst_to_origin(842)	144,931
dst_to_origin(843)	144,028
dst_to_origin(844)	142,695
dst_to_origin(845)	141,792
dst_to_origin(846)	140,89
dst_to_origin(847)	139,556
dst_to_origin(848)	138,654
dst_to_origin(849)	137,753
dst_to_origin(850)	135,956
dst_to_origin(851)	135,059
dst_to_origin(852)	135,059
dst_to_origin(853)	134,164
dst_to_origin(854)	134,164
dst_to_origin(855)	133,27
dst_to_origin(856)	133,27
dst_to_origin(857)	131,947
dst_to_origin(858)	133,297
dst_to_origin(859)	132,883
dst_to_origin(860)	133,36
dst_to_origin(861)	133,843
dst_to_origin(862)	133,843
dst_to_origin(863)	133,462
dst_to_origin(864)	133,462
dst_to_origin(865)	131,727
dst_to_origin(866)	132,231
dst_to_origin(867)	132,231
dst_to_origin(868)	131,883
dst_to_origin(869)	131,548
dst_to_origin(870)	132,076
dst_to_origin(871)	131,765
dst_to_origin(872)	128,701
dst_to_origin(873)	130,085
dst_to_origin(874)	129,248
dst_to_origin(875)	129,8
dst_to_origin(876)	128,969
dst_to_origin(877)	128,969
dst_to_origin(878)	128,969
dst_to_origin(879)	128,969
dst_to_origin(880)	128,705
dst_to_origin(881)	129,275
dst_to_origin(882)	130,096
dst_to_origin(883)	129,53
dst_to_origin(884)	129,53
dst_to_origin(885)	128,705
dst_to_origin(886)	128,456
dst_to_origin(887)	129,035
dst_to_origin(888)	128,81
dst_to_origin(889)	128,004
dst_to_origin(890)	128,6
dst_to_origin(891)	128,6
dst_to_origin(892)	127,801
dst_to_origin(893)	127,004
dst_to_origin(894)	127,613
dst_to_origin(895)	126,823
dst_to_origin(896)	126,823
dst_to_origin(897)	126,823
dst_to_origin(898)	126,823
dst_to_origin(899)	126,657
dst_to_origin(900)	127,283
dst_to_origin(901)	127,914
dst_to_origin(902)	130,729
dst_to_origin(903)	129,321
dst_to_origin(904)	126,507
dst_to_origin(905)	124,964
dst_to_origin(906)	125,607
dst_to_origin(907)	125,495
dst_to_origin(908)	125,495
dst_to_origin(909)	125,495
dst_to_origin(910)	125,399
dst_to_origin(911)	125,399
dst_to_origin(912)	125,399
dst_to_origin(913)	126,063
dst_to_origin(914)	125,32
dst_to_origin(915)	125,32
dst_to_origin(916)	125,32
dst_to_origin(917)	126,732
dst_to_origin(918)	129,634
dst_to_origin(919)	128,222
dst_to_origin(920)	126,905
dst_to_origin(921)	126,254
dst_to_origin(922)	124,844
dst_to_origin(923)	125,607
dst_to_origin(924)	124,326
dst_to_origin(925)	123,556
dst_to_origin(926)	122,147
dst_to_origin(927)	122,025
dst_to_origin(928)	122,025
dst_to_origin(929)	120,615
dst_to_origin(930)	120,507
dst_to_origin(931)	120,507
dst_to_origin(932)	119,754
dst_to_origin(933)	119,854
dst_to_origin(934)	120,615
dst_to_origin(935)	121,38
dst_to_origin(936)	121,511
dst_to_origin(937)	120,104
dst_to_origin(938)	120,104
dst_to_origin(939)	120,88
dst_to_origin(940)	124,326
dst_to_origin(941)	128,69
dst_to_origin(942)	128,69
dst_to_origin(943)	127,914
dst_to_origin(944)	127,914
dst_to_origin(945)	127,283
dst_to_origin(946)	125,877
dst_to_origin(947)	125,419
dst_to_origin(948)	125
dst_to_origin(949)	124,852
dst_to_origin(950)	125,1
dst_to_origin(951)	125,363
dst_to_origin(952)	125,096
dst_to_origin(953)	125,399
dst_to_origin(954)	125,399
dst_to_origin(955)	125,718
dst_to_origin(956)	126,052
dst_to_origin(957)	126,909
dst_to_origin(958)	127,769
dst_to_origin(959)	128,129
dst_to_origin(960)	128,129
dst_to_origin(961)	128,503
dst_to_origin(962)	128,413
dst_to_origin(963)	128,413
dst_to_origin(964)	127,941
dst_to_origin(965)	128,363
dst_to_origin(966)	128,798
dst_to_origin(967)	128,798
dst_to_origin(968)	129,248
dst_to_origin(969)	129,711
dst_to_origin(970)	129,711
dst_to_origin(971)	129,711
dst_to_origin(972)	130,614
dst_to_origin(973)	130,614
dst_to_origin(974)	131,518
dst_to_origin(975)	132,503
dst_to_origin(976)	132,503
dst_to_origin(977)	133,417
dst_to_origin(978)	133,417
dst_to_origin(979)	133,417
dst_to_origin(980)	133,417
dst_to_origin(981)	133,417
dst_to_origin(982)	132,503
dst_to_origin(983)	133,417
dst_to_origin(984)	133,417
dst_to_origin(985)	133,015
dst_to_origin(986)	133,417
dst_to_origin(987)	133,417
dst_to_origin(988)	133,933
dst_to_origin(989)	133,015
dst_to_origin(990)	133,015
dst_to_origin(991)	133,933
dst_to_origin(992)	133,54
dst_to_origin(993)	133,015
dst_to_origin(994)	133,015
dst_to_origin(995)	133,933
dst_to_origin(996)	133,933
dst_to_origin(997)	133,933
dst_to_origin(998)	134,852
dst_to_origin(999)	134,852
dst_to_origin(1000)	134,852
dst_to_origin(1001)	136,165
dst_to_origin(1002)	135,248
dst_to_origin(1003)	136,165
dst_to_origin(1004)	136,165
dst_to_origin(1005)	137,084
dst_to_origin(1006)	137,084
dst_to_origin(1007)	137,084
dst_to_origin(1008)	138,004
dst_to_origin(1009)	137,615
dst_to_origin(1010)	138,004
dst_to_origin(1011)	139,316
dst_to_origin(1012)	139,316
dst_to_origin(1013)	139,316
dst_to_origin(1014)	139,846
dst_to_origin(1015)	139,846
dst_to_origin(1016)	139,846
dst_to_origin(1017)	140,769
dst_to_origin(1018)	140,769
dst_to_origin(1019)	140,769
dst_to_origin(1020)	141,693
dst_to_origin(1021)	142,243
dst_to_origin(1022)	142,243
dst_to_origin(1023)	141,315
dst_to_origin(1024)	141,693
dst_to_origin(1025)	143
dst_to_origin(1026)	143,924
dst_to_origin(1027)	143,924
dst_to_origin(1028)	144,848
dst_to_origin(1029)	145,399
dst_to_origin(1030)	145,399
dst_to_origin(1031)	147,258
dst_to_origin(1032)	147,828
dst_to_origin(1033)	147,828
dst_to_origin(1034)	147,828
dst_to_origin(1035)	147,472
dst_to_origin(1036)	148,762
dst_to_origin(1037)	148,762
dst_to_origin(1038)	148,408
dst_to_origin(1039)	149,345
dst_to_origin(1040)	149,345
dst_to_origin(1041)	149,345
dst_to_origin(1042)	150,283
dst_to_origin(1043)	151,222
dst_to_origin(1044)	151,222
dst_to_origin(1045)	150,283
dst_to_origin(1046)	149,94
dst_to_origin(1047)	149,94
dst_to_origin(1048)	151,222
dst_to_origin(1049)	150,881
dst_to_origin(1050)	151,822
dst_to_origin(1051)	152,765
dst_to_origin(1052)	153,708
dst_to_origin(1053)	155,596
dst_to_origin(1054)	155,596
dst_to_origin(1055)	156,218
dst_to_origin(1056)	156,85
dst_to_origin(1057)	157,166
dst_to_origin(1058)	158,114
dst_to_origin(1059)	157,801
dst_to_origin(1060)	159,703
dst_to_origin(1061)	159,703
dst_to_origin(1062)	159,703
dst_to_origin(1063)	160,655
dst_to_origin(1064)	161,608
area(0)	810
area(1)	803
area(2)	816
area(3)	815,5
area(4)	789,5
area(5)	770
area(6)	776
area(7)	771,5
area(8)	758
area(9)	774,5
area(10)	791
area(11)	785,5
area(12)	809,5
area(13)	806,5
area(14)	796
area(15)	795
area(16)	773,5
area(17)	752
area(18)	754
area(19)	758
area(20)	796
area(21)	799
area(22)	799,5
area(23)	792,5
area(24)	793,5
area(25)	806
area(26)	795
area(27)	782,5
area(28)	771,5
area(29)	753,5
area(30)	772
area(31)	777
area(32)	773,5
area(33)	781
area(34)	785,5
area(35)	805,5
area(36)	784,5
area(37)	776,5
area(38)	772,5
area(39)	754
area(40)	742
area(41)	778
area(42)	786
area(43)	786
area(44)	785
area(45)	795,5
area(46)	804,5
area(47)	813,5
area(48)	814,5
area(49)	811,5
area(50)	810
area(51)	801,5
area(52)	783,5
area(53)	798
area(54)	802,5
area(55)	784
area(56)	796
area(57)	802
area(58)	811,5
area(59)	812,5
area(60)	795
area(61)	802
area(62)	785,5
area(63)	771
area(64)	782
area(65)	781,5
area(66)	807
area(67)	816
area(68)	820
area(69)	821
area(70)	841,5
area(71)	832,5
area(72)	825
area(73)	817,5
area(74)	810,5
area(75)	774
area(76)	775
area(77)	794,5
area(78)	787
area(79)	814
area(80)	828,5
area(81)	821,5
area(82)	817,5
area(83)	828
area(84)	816,5
area(85)	795
area(86)	791,5
area(87)	795,5
area(88)	795
area(89)	792
area(90)	805
area(91)	807,5
area(92)	814,5
area(93)	830,5
area(94)	825,5
area(95)	810,5
area(96)	805,5
area(97)	790
area(98)	776,5
area(99)	789,5
area(100)	796
area(101)	803
area(102)	811
area(103)	819
area(104)	801
area(105)	799
area(106)	812,5
area(107)	797,5
area(108)	815
area(109)	829,5
area(110)	814
area(111)	821
area(112)	826
area(113)	810,5
area(114)	806,5
area(115)	799,5
area(116)	795
area(117)	786,5
area(118)	800,5
area(119)	816,5
area(120)	806,5
area(121)	809
area(122)	818,5
area(123)	799,5
area(124)	803,5
area(125)	813
area(126)	805
area(127)	792,5
area(128)	784,5
area(129)	789,5
area(130)	801,5
area(131)	809,5
area(132)	813
area(133)	804,5
area(134)	811
area(135)	821
area(136)	823
area(137)	823
area(138)	823
area(139)	804
area(140)	799
area(141)	798
area(142)	798,5
area(143)	793
area(144)	781,5
area(145)	800,5
area(146)	796,5
area(147)	815
area(148)	807
area(149)	792,5
area(150)	770,5
area(151)	777,5
area(152)	758
area(153)	756,5
area(154)	769,5
area(155)	754,5
area(156)	763,5
area(157)	761,5
area(158)	762
area(159)	760,5
area(160)	760
area(161)	763,5
area(162)	759
area(163)	757
area(164)	766
area(165)	747
area(166)	746,5
area(167)	760,5
area(168)	754
area(169)	752
area(170)	751
area(171)	760,5
area(172)	759
area(173)	760
area(174)	769,5
area(175)	780,5
area(176)	777
area(177)	789
area(178)	773
area(179)	782,5
area(180)	801,5
area(181)	790,5
area(182)	796,5
area(183)	800,5
area(184)	804,5
area(185)	806
area(186)	813
area(187)	804,5
area(188)	797
area(189)	800,5
area(190)	818,5
area(191)	805,5
area(192)	789,5
area(193)	810
area(194)	798,5
area(195)	797
area(196)	795,5
area(197)	796,5
area(198)	788,5
area(199)	784
area(200)	778
area(201)	779
area(202)	791
area(203)	789,5
area(204)	789,5
area(205)	783
area(206)	801,5
area(207)	779
area(208)	775,5
area(209)	796
area(210)	780,5
area(211)	773,5
area(212)	785
area(213)	777
area(214)	781
area(215)	767
area(216)	780
area(217)	766,5
area(218)	762
area(219)	783
area(220)	770,5
area(221)	770
area(222)	801,5
area(223)	784
area(224)	786
area(225)	794,5
area(226)	797,5
area(227)	788,5
area(228)	798
area(229)	793,5
area(230)	794,5
area(231)	790,5
area(232)	802
area(233)	793,5
area(234)	779,5
area(235)	788
area(236)	781
area(237)	772
area(238)	781,5
area(239)	772
area(240)	769
area(241)	776,5
area(242)	783,5
area(243)	781
area(244)	774
area(245)	793,5
area(246)	779
area(247)	778,5
area(248)	788,5
area(249)	780,5
area(250)	782
area(251)	783
area(252)	775
area(253)	784,5
area(254)	790
area(255)	790
area(256)	777,5
area(257)	782
area(258)	797
area(259)	791,5
area(260)	787,5
area(261)	794
area(262)	781,5
area(263)	778
area(264)	798
area(265)	780,5
area(266)	774
area(267)	773
area(268)	773,5
area(269)	772,5
area(270)	771,5
area(271)	770,5
area(272)	766,5
area(273)	768
area(274)	769,5
area(275)	770
area(276)	766,5
area(277)	774,5
area(278)	778,5
area(279)	779,5
area(280)	771,5
area(281)	773,5
area(282)	775
area(283)	765,5
area(284)	772
area(285)	776,5
area(286)	775,5
area(287)	783,5
area(288)	775
area(289)	778,5
area(290)	793
area(291)	772,5
area(292)	775
area(293)	791,5
area(294)	785
area(295)	776,5
area(296)	772,5
area(297)	778,5
area(298)	784
area(299)	781
area(300)	777,5
area(301)	767
area(302)	772,5
area(303)	782,5
area(304)	774,5
area(305)	770
area(306)	793
area(307)	777
area(308)	774,5
area(309)	779,5
area(310)	776,5
area(311)	779
area(312)	777,5
area(313)	780,5
area(314)	777
area(315)	778,5
area(316)	790
area(317)	778
area(318)	777
area(319)	783,5
area(320)	768,5
area(321)	760
area(322)	767,5
area(323)	762,5
area(324)	763
area(325)	764
area(326)	765
area(327)	763,5
area(328)	754,5
area(329)	766,5
area(330)	749
area(331)	752,5
area(332)	766
area(333)	746,5
area(334)	751,5
area(335)	753,5
area(336)	754
area(337)	750,5
area(338)	746
area(339)	749
area(340)	751,5
area(341)	753,5
area(342)	760
area(343)	747,5
area(344)	750,5
area(345)	764
area(346)	750
area(347)	746
area(348)	755,5
area(349)	739
area(350)	737
area(351)	740
area(352)	738,5
area(353)	743,5
area(354)	736,5
area(355)	749,5
area(356)	749
area(357)	746,5
area(358)	770
area(359)	756,5
area(360)	767
area(361)	778
area(362)	760
area(363)	763
area(364)	768
area(365)	761
area(366)	761,5
area(367)	769,5
area(368)	767,5
area(369)	767
area(370)	766
area(371)	777,5
area(372)	771,5
area(373)	761,5
area(374)	770,5
area(375)	763
area(376)	768,5
area(377)	775
area(378)	763
area(379)	756,5
area(380)	759
area(381)	761
area(382)	764,5
area(383)	758,5
area(384)	769,5
area(385)	758,5
area(386)	751,5
area(387)	770
area(388)	757,5
area(389)	753
area(390)	769
area(391)	761
area(392)	757,5
area(393)	760,5
area(394)	763
area(395)	762
area(396)	756,5
area(397)	770,5
area(398)	754
area(399)	762
area(400)	767
area(401)	748,5
area(402)	746,5
area(403)	757
area(404)	751
area(405)	757,5
area(406)	761,5
area(407)	759,5
area(408)	753
area(409)	750
area(410)	755
area(411)	748
area(412)	735
area(413)	748
area(414)	742,5
area(415)	735,5
area(416)	737
area(417)	736
area(418)	717
area(419)	719,5
area(420)	737
area(421)	742,5
area(422)	746
area(423)	745
area(424)	742,5
area(425)	750,5
area(426)	755
area(427)	752
area(428)	754
area(429)	769
area(430)	751
area(431)	752
area(432)	768,5
area(433)	760,5
area(434)	762,5
area(435)	757
area(436)	761
area(437)	764
area(438)	767,5
area(439)	771
area(440)	766,5
area(441)	769
area(442)	792
area(443)	774
area(444)	780,5
area(445)	792,5
area(446)	779
area(447)	783
area(448)	783
area(449)	783
area(450)	782,5
area(451)	774,5
area(452)	773
area(453)	778,5
area(454)	779,5
area(455)	798
area(456)	777
area(457)	782
area(458)	795,5
area(459)	780,5
area(460)	777,5
area(461)	782
area(462)	772
area(463)	783
area(464)	780
area(465)	787
area(466)	784,5
area(467)	780,5
area(468)	790
area(469)	773
area(470)	763,5
area(471)	775
area(472)	755,5
area(473)	758,5
area(474)	767
area(475)	765,5
area(476)	766,5
area(477)	760
area(478)	755
area(479)	750
area(480)	760,5
area(481)	762
area(482)	765
area(483)	759,5
area(484)	773
area(485)	764,5
area(486)	771
area(487)	765
area(488)	766
area(489)	760
area(490)	772,5
area(491)	760,5
area(492)	760
area(493)	755
area(494)	754,5
area(495)	762,5
area(496)	764
area(497)	780
area(498)	768
area(499)	761
area(500)	776,5
area(501)	767
area(502)	769,5
area(503)	752,5
area(504)	756
area(505)	749
area(506)	757
area(507)	762,5
area(508)	768,5
area(509)	779
area(510)	791
area(511)	765
area(512)	773
area(513)	798,5
area(514)	792,5
area(515)	793,5
area(516)	824
area(517)	817,5
area(518)	823,5
area(519)	823
area(520)	825
area(521)	830,5
area(522)	827,5
area(523)	837,5
area(524)	845,5
area(525)	856,5
area(526)	879
area(527)	855,5
area(528)	860,5
area(529)	889,5
area(530)	874,5
area(531)	888
area(532)	882,5
area(533)	882
area(534)	882,5
area(535)	884,5
area(536)	884,5
area(537)	867
area(538)	840
area(539)	847,5
area(540)	843
area(541)	830
area(542)	852,5
area(543)	830
area(544)	806,5
area(545)	797,5
area(546)	786
area(547)	781
area(548)	776,5
area(549)	777,5
area(550)	783,5
area(551)	788
area(552)	789,5
area(553)	789
area(554)	794
area(555)	808
area(556)	781
area(557)	782,5
area(558)	805,5
area(559)	796,5
area(560)	789,5
area(561)	784
area(562)	790,5
area(563)	788
area(564)	788
area(565)	797,5
area(566)	782
area(567)	792,5
area(568)	802,5
area(569)	794
area(570)	793,5
area(571)	797,5
area(572)	782
area(573)	781,5
area(574)	793
area(575)	790
area(576)	785,5
area(577)	785
area(578)	781,5
area(579)	774
area(580)	770
area(581)	787,5
area(582)	781,5
area(583)	778
area(584)	798
area(585)	785,5
area(586)	785
area(587)	790
area(588)	782,5
area(589)	796
area(590)	791
area(591)	797
area(592)	792,5
area(593)	803,5
area(594)	814
area(595)	802,5
area(596)	810
area(597)	813
area(598)	804
area(599)	799,5
area(600)	811,5
area(601)	809
area(602)	806
area(603)	814,5
area(604)	817,5
area(605)	812,5
area(606)	815,5
area(607)	817
area(608)	806,5
area(609)	822,5
area(610)	841
area(611)	833,5
area(612)	822,5
area(613)	835
area(614)	829
area(615)	830
area(616)	855,5
area(617)	857,5
area(618)	841
area(619)	820
area(620)	815,5
area(621)	823,5
area(622)	814
area(623)	829
area(624)	832
area(625)	828
area(626)	842
area(627)	830,5
area(628)	829
area(629)	828,5
area(630)	826,5
area(631)	838,5
area(632)	826,5
area(633)	833,5
area(634)	827
area(635)	823,5
area(636)	835
area(637)	837,5
area(638)	861,5
area(639)	874,5
area(640)	867
area(641)	876,5
area(642)	886
area(643)	871,5
area(644)	863
area(645)	857
area(646)	860
area(647)	861
area(648)	858
area(649)	847
area(650)	834
area(651)	848
area(652)	852
area(653)	840
area(654)	855
area(655)	863,5
area(656)	856
area(657)	863
area(658)	860
area(659)	864
area(660)	866,5
area(661)	884,5
area(662)	875
area(663)	889,5
area(664)	866
area(665)	862
area(666)	848
area(667)	847,5
area(668)	854
area(669)	844
area(670)	841
area(671)	839
area(672)	815,5
area(673)	806
area(674)	834,5
area(675)	850
area(676)	857
area(677)	873
area(678)	885,5
area(679)	877,5
area(680)	877
area(681)	897,5
area(682)	883
area(683)	889
area(684)	885,5
area(685)	874,5
area(686)	885
area(687)	872
area(688)	874
area(689)	872,5
area(690)	855,5
area(691)	881
area(692)	877,5
area(693)	880
area(694)	883
area(695)	877
area(696)	859
area(697)	867,5
area(698)	874
area(699)	843
area(700)	836,5
area(701)	844
area(702)	841
area(703)	843,5
area(704)	835,5
area(705)	829,5
area(706)	824,5
area(707)	836
area(708)	822
area(709)	846,5
area(710)	847
area(711)	843
area(712)	852
area(713)	877
area(714)	896
area(715)	896
area(716)	898
area(717)	905,5
area(718)	898,5
area(719)	904
area(720)	908,5
area(721)	891,5
area(722)	902
area(723)	924,5
area(724)	897
area(725)	895
area(726)	906,5
area(727)	885,5
area(728)	879,5
area(729)	871,5
area(730)	896
area(731)	923
area(732)	939,5
area(733)	948,5
area(734)	922,5
area(735)	900
area(736)	915
area(737)	883
area(738)	880
area(739)	907
area(740)	895,5
area(741)	901,5
area(742)	884
area(743)	865
area(744)	888
area(745)	915,5
area(746)	936,5
area(747)	930,5
area(748)	948
area(749)	951
area(750)	949
area(751)	933
area(752)	907
area(753)	884
area(754)	890
area(755)	886,5
area(756)	871,5
area(757)	864
area(758)	847
area(759)	841,5
area(760)	848
area(761)	839
area(762)	857
area(763)	879,5
area(764)	901
area(765)	909,5
area(766)	899,5
area(767)	897
area(768)	913
area(769)	903,5
area(770)	898
area(771)	896
area(772)	895
area(773)	894,5
area(774)	912,5
area(775)	920
area(776)	896,5
area(777)	881,5
area(778)	875,5
area(779)	844
area(780)	842
area(781)	836,5
area(782)	851
area(783)	866
area(784)	864
area(785)	840
area(786)	823,5
area(787)	812
area(788)	793
area(789)	799
area(790)	801,5
area(791)	827,5
area(792)	839
area(793)	867
area(794)	894
area(795)	879
area(796)	885
area(797)	890,5
area(798)	892
area(799)	886,5
area(800)	879
area(801)	883
area(802)	887
area(803)	885,5
area(804)	891,5
area(805)	879
area(806)	872
area(807)	870
area(808)	832
area(809)	813,5
area(810)	808
area(811)	774,5
area(812)	755
area(813)	745
area(814)	740
area(815)	736,5
area(816)	727
area(817)	735,5
area(818)	739
area(819)	732
area(820)	740,5
area(821)	738
area(822)	735
area(823)	752
area(824)	750,5
area(825)	757
area(826)	788,5
area(827)	796,5
area(828)	805,5
area(829)	830
area(830)	838,5
area(831)	841,5
area(832)	837
area(833)	840,5
area(834)	827,5
area(835)	808,5
area(836)	798,5
area(837)	786,5
area(838)	779,5
area(839)	755
area(840)	741,5
area(841)	733,5
area(842)	723
area(843)	739,5
area(844)	743,5
area(845)	736
area(846)	758
area(847)	739
area(848)	718,5
area(849)	735
area(850)	729
area(851)	732,5
area(852)	748
area(853)	721
area(854)	724,5
area(855)	729,5
area(856)	735
area(857)	736,5
area(858)	758,5
area(859)	753
area(860)	770,5
area(861)	795,5
area(862)	804
area(863)	784,5
area(864)	787,5
area(865)	798,5
area(866)	810,5
area(867)	808
area(868)	831
area(869)	799
area(870)	796
area(871)	793,5
area(872)	787
area(873)	805
area(874)	822
area(875)	848
area(876)	837
area(877)	854,5
area(878)	863,5
area(879)	859,5
area(880)	869,5
area(881)	851,5
area(882)	832,5
area(883)	833
area(884)	834,5
area(885)	839
area(886)	845,5
area(887)	856,5
area(888)	855
area(889)	817
area(890)	812
area(891)	824
area(892)	814,5
area(893)	839,5
area(894)	857
area(895)	846,5
area(896)	846
area(897)	846
area(898)	848,5
area(899)	850,5
area(900)	835,5
area(901)	833,5
area(902)	773,5
area(903)	776,5
area(904)	809
area(905)	809
area(906)	836,5
area(907)	856
area(908)	843
area(909)	850
area(910)	852,5
area(911)	847
area(912)	852
area(913)	859
area(914)	847,5
area(915)	837,5
area(916)	837
area(917)	840
area(918)	800
area(919)	799
area(920)	779
area(921)	762,5
area(922)	762,5
area(923)	759
area(924)	747
area(925)	762,5
area(926)	767,5
area(927)	764,5
area(928)	768,5
area(929)	775
area(930)	780,5
area(931)	772,5
area(932)	776,5
area(933)	770
area(934)	753
area(935)	737
area(936)	725
area(937)	719
area(938)	722,5
area(939)	720,5
area(940)	747
area(941)	741
area(942)	753,5
area(943)	762,5
area(944)	762,5
area(945)	778,5
area(946)	801,5
area(947)	794
area(948)	786
area(949)	788
area(950)	745,5
area(951)	733,5
area(952)	716,5
area(953)	704,5
area(954)	705,5
area(955)	719,5
area(956)	736
area(957)	722
area(958)	735
area(959)	735
area(960)	722,5
area(961)	732,5
area(962)	745
area(963)	718,5
area(964)	735,5
area(965)	737,5
area(966)	721,5
area(967)	720
area(968)	731,5
area(969)	738
area(970)	727
area(971)	731,5
area(972)	737,5
area(973)	729
area(974)	724,5
area(975)	737,5
area(976)	740
area(977)	741,5
area(978)	741,5
area(979)	732,5
area(980)	725,5
area(981)	727
area(982)	728,5
area(983)	722
area(984)	734,5
area(985)	733
area(986)	715,5
area(987)	718
area(988)	740
area(989)	726,5
area(990)	724,5
area(991)	735,5
area(992)	722
area(993)	717,5
area(994)	717
area(995)	726,5
area(996)	723
area(997)	723
area(998)	738
area(999)	729
area(1000)	725
area(1001)	734,5
area(1002)	723
area(1003)	731
area(1004)	746
area(1005)	750,5
area(1006)	750,5
area(1007)	759
area(1008)	747,5
area(1009)	736,5
area(1010)	723,5
area(1011)	741,5
area(1012)	747,5
area(1013)	758
area(1014)	770,5
area(1015)	768
area(1016)	763,5
area(1017)	779,5
area(1018)	769,5
area(1019)	772
area(1020)	783
area(1021)	756
area(1022)	746,5
area(1023)	746
area(1024)	760,5
area(1025)	765
area(1026)	766,5
area(1027)	771,5
area(1028)	774,5
area(1029)	776
area(1030)	772
area(1031)	764
area(1032)	743
area(1033)	754
area(1034)	743,5
area(1035)	749,5
area(1036)	763
area(1037)	767,5
area(1038)	763,5
area(1039)	767
area(1040)	782
area(1041)	770
area(1042)	767,5
area(1043)	787
area(1044)	767,5
area(1045)	760,5
area(1046)	759
area(1047)	763
area(1048)	761,5
area(1049)	761,5
area(1050)	765,5
area(1051)	773,5
area(1052)	762,5
area(1053)	749,5
area(1054)	740
area(1055)	743
area(1056)	760,5
