	larva(0)
dst_to_origin(920)	1417,67
dst_to_origin(921)	1416,93
dst_to_origin(922)	1416,99
dst_to_origin(923)	1417,73
dst_to_origin(924)	1418,41
dst_to_origin(925)	1417,73
dst_to_origin(926)	1417,8
dst_to_origin(927)	1417,73
dst_to_origin(928)	1417,8
dst_to_origin(929)	1419,21
dst_to_origin(930)	1419,27
dst_to_origin(931)	1420,01
dst_to_origin(932)	1426,27
dst_to_origin(933)	1426,27
dst_to_origin(934)	1425,53
dst_to_origin(935)	1425,53
dst_to_origin(936)	1427,56
dst_to_origin(937)	1426,95
dst_to_origin(938)	1427,69
dst_to_origin(939)	1427,69
dst_to_origin(940)	1428,42
dst_to_origin(941)	1429,16
dst_to_origin(942)	1429,16
dst_to_origin(943)	1429,9
dst_to_origin(944)	1429,9
dst_to_origin(945)	1429,9
dst_to_origin(946)	1430,64
dst_to_origin(947)	1431,38
dst_to_origin(948)	1432,12
dst_to_origin(949)	1433,6
dst_to_origin(950)	1434,34
dst_to_origin(951)	1434,41
dst_to_origin(952)	1435,15
dst_to_origin(953)	1437,1
dst_to_origin(954)	1437,77
dst_to_origin(955)	1438,51
dst_to_origin(956)	1439,92
dst_to_origin(957)	1442,15
dst_to_origin(958)	1442,15
dst_to_origin(959)	1442,15
dst_to_origin(960)	1443,56
dst_to_origin(961)	1442,82
dst_to_origin(962)	1443,56
dst_to_origin(963)	1443,56
dst_to_origin(964)	1443,56
dst_to_origin(965)	1443,56
dst_to_origin(966)	1444,3
dst_to_origin(967)	1444,3
area(0)	672,5
area(1)	714,5
area(2)	719,5
area(3)	705,5
area(4)	683,5
area(5)	650
area(6)	650
area(7)	651,5
area(8)	664,5
area(9)	657
area(10)	687,5
area(11)	698
area(12)	711,5
area(13)	692,5
area(14)	661
area(15)	656
area(16)	658
area(17)	654,5
area(18)	668,5
area(19)	711
area(20)	716
area(21)	658,5
area(22)	638
area(23)	643,5
area(24)	648,5
area(25)	660
area(26)	667,5
area(27)	667,5
area(28)	686,5
area(29)	690
area(30)	679,5
area(31)	648,5
area(32)	624,5
area(33)	629,5
area(34)	629
area(35)	634,5
area(36)	669,5
area(37)	670,5
area(38)	667,5
area(39)	691,5
area(40)	660
area(41)	659,5
area(42)	639
area(43)	645
area(44)	635,5
area(45)	629
area(46)	614,5
area(47)	619
area(48)	657,5
area(49)	641,5
area(50)	611,5
area(51)	585
area(52)	601,5
area(53)	576,5
area(54)	562
area(55)	588
area(56)	600,5
area(57)	608
area(58)	622,5
area(59)	610
area(60)	602,5
area(61)	599
area(62)	605,5
area(63)	597
area(64)	582,5
area(65)	590
area(66)	601,5
area(67)	614,5
area(68)	598,5
area(69)	598,5
area(70)	591,5
area(71)	603
area(72)	606
area(73)	612
area(74)	612,5
area(75)	635,5
area(76)	631
area(77)	640,5
area(78)	639,5
area(79)	613
area(80)	602,5
area(81)	563
area(82)	550
area(83)	585
area(84)	619
area(85)	634,5
area(86)	647,5
area(87)	645,5
area(88)	651
area(89)	639
area(90)	613,5
area(91)	620,5
area(92)	584
area(93)	569
area(94)	567,5
area(95)	606
area(96)	639,5
area(97)	640
area(98)	620
area(99)	606,5
area(100)	595
area(101)	604,5
area(102)	606
area(103)	612
area(104)	643
area(105)	611,5
area(106)	625
area(107)	642,5
area(108)	615
area(109)	602,5
area(110)	612,5
area(111)	626,5
area(112)	630
area(113)	641,5
area(114)	649,5
area(115)	640,5
area(116)	634
area(117)	637,5
area(118)	626
area(119)	628,5
area(120)	649,5
area(121)	634,5
area(122)	635,5
area(123)	634
area(124)	624,5
area(125)	624
area(126)	624,5
area(127)	633
area(128)	621,5
area(129)	621
area(130)	636
area(131)	616,5
area(132)	614
area(133)	617,5
area(134)	614
area(135)	616
area(136)	626,5
area(137)	629,5
area(138)	635
area(139)	642
area(140)	624,5
area(141)	621,5
area(142)	618,5
area(143)	645,5
area(144)	657
area(145)	653
area(146)	639
area(147)	649
area(148)	633,5
area(149)	617,5
area(150)	598,5
area(151)	600
area(152)	605,5
area(153)	604
area(154)	593
area(155)	584,5
area(156)	603,5
area(157)	603
area(158)	597
area(159)	599
area(160)	598,5
area(161)	602
area(162)	619
area(163)	610,5
area(164)	614
area(165)	618
area(166)	609
area(167)	611,5
area(168)	605,5
area(169)	607,5
area(170)	597
area(171)	599
area(172)	614
area(173)	595,5
area(174)	597,5
area(175)	612,5
area(176)	602,5
area(177)	613
area(178)	613,5
area(179)	612
area(180)	616
area(181)	612
area(182)	602,5
area(183)	616
area(184)	611,5
area(185)	615
area(186)	623,5
area(187)	628
area(188)	629
area(189)	631
area(190)	628
area(191)	641,5
area(192)	625
area(193)	632
area(194)	630
area(195)	634
area(196)	634
area(197)	637,5
area(198)	643,5
area(199)	647,5
area(200)	649,5
area(201)	657,5
area(202)	641
area(203)	636,5
area(204)	654
area(205)	653
area(206)	654
area(207)	658
area(208)	654
area(209)	648
area(210)	636,5
area(211)	633
area(212)	630
area(213)	634,5
area(214)	645
area(215)	646,5
area(216)	635,5
area(217)	660,5
area(218)	645,5
area(219)	652,5
area(220)	651
area(221)	653,5
area(222)	657
area(223)	659
area(224)	670
area(225)	670
area(226)	666
area(227)	658,5
area(228)	659,5
area(229)	645,5
area(230)	664,5
area(231)	647
area(232)	645,5
area(233)	660
area(234)	656,5
area(235)	660,5
area(236)	657
area(237)	658
area(238)	658
area(239)	654
area(240)	656,5
area(241)	654
area(242)	660,5
area(243)	662,5
area(244)	651,5
area(245)	655
area(246)	670
area(247)	658
area(248)	668
area(249)	680,5
area(250)	654
area(251)	669,5
area(252)	679,5
area(253)	671
area(254)	667,5
area(255)	671
area(256)	675,5
area(257)	669,5
area(258)	665
area(259)	678,5
area(260)	675,5
area(261)	677,5
area(262)	682
area(263)	683
area(264)	679
area(265)	683
area(266)	681
area(267)	674,5
area(268)	680
area(269)	682,5
area(270)	687,5
area(271)	684,5
area(272)	688,5
area(273)	680,5
area(274)	680
area(275)	684,5
area(276)	679
area(277)	686
area(278)	687,5
area(279)	671
area(280)	679
area(281)	673,5
area(282)	667,5
area(283)	665
area(284)	670,5
area(285)	675,5
area(286)	665
area(287)	669,5
area(288)	681
area(289)	672,5
area(290)	676
area(291)	675,5
area(292)	670
area(293)	671,5
area(294)	666
area(295)	670,5
area(296)	679
area(297)	671,5
area(298)	681,5
area(299)	672,5
area(300)	671
area(301)	684
area(302)	669
area(303)	676
area(304)	676,5
area(305)	672
area(306)	664,5
area(307)	674
area(308)	699
area(309)	680,5
area(310)	691
area(311)	691,5
area(312)	676,5
area(313)	670,5
area(314)	688,5
area(315)	664
area(316)	664,5
area(317)	682
area(318)	672
area(319)	673,5
area(320)	679
area(321)	686,5
area(322)	679,5
area(323)	666,5
area(324)	666
area(325)	675
area(326)	676
area(327)	672
area(328)	679
area(329)	668,5
area(330)	685
area(331)	664
area(332)	659
area(333)	666,5
area(334)	671
area(335)	652
area(336)	649
area(337)	651
area(338)	655
area(339)	645
area(340)	657
area(341)	657
area(342)	650
area(343)	668,5
area(344)	658
area(345)	653
area(346)	669,5
area(347)	678,5
area(348)	676,5
area(349)	669
area(350)	665
area(351)	666,5
area(352)	669
area(353)	674
area(354)	674
area(355)	674
area(356)	680
area(357)	661,5
area(358)	668,5
area(359)	675
area(360)	655,5
area(361)	661
area(362)	664,5
area(363)	654,5
area(364)	653
area(365)	665,5
area(366)	671,5
area(367)	672,5
area(368)	675
area(369)	680,5
area(370)	676
area(371)	665
area(372)	690
area(373)	680,5
area(374)	665,5
area(375)	680
area(376)	674,5
area(377)	669
area(378)	663,5
area(379)	661
area(380)	645
area(381)	639,5
area(382)	645
area(383)	643
area(384)	640,5
area(385)	665,5
area(386)	658,5
area(387)	653,5
area(388)	670,5
area(389)	667
area(390)	668,5
area(391)	666
area(392)	658
area(393)	660
area(394)	674,5
area(395)	675,5
area(396)	673
area(397)	666,5
area(398)	676
area(399)	680,5
area(400)	670
area(401)	686
area(402)	668
area(403)	665
area(404)	666
area(405)	667
area(406)	659
area(407)	645,5
area(408)	631,5
area(409)	633
area(410)	630
area(411)	639
area(412)	643,5
area(413)	640,5
area(414)	663
area(415)	663
area(416)	669
area(417)	667
area(418)	658,5
area(419)	664
area(420)	668,5
area(421)	666
area(422)	663
area(423)	675,5
area(424)	677
area(425)	669
area(426)	666
area(427)	664,5
area(428)	658
area(429)	662
area(430)	682
area(431)	666
area(432)	661
area(433)	666,5
area(434)	660
area(435)	644,5
area(436)	635,5
area(437)	635
area(438)	633,5
area(439)	637
area(440)	661,5
area(441)	658
area(442)	654,5
area(443)	659,5
area(444)	644
area(445)	657,5
area(446)	668
area(447)	652,5
area(448)	651,5
area(449)	653,5
area(450)	648
area(451)	652
area(452)	653,5
area(453)	660,5
area(454)	656,5
area(455)	658
area(456)	667,5
area(457)	648
area(458)	652
area(459)	665
area(460)	659
area(461)	648,5
area(462)	646
area(463)	646
area(464)	652
area(465)	657
area(466)	656
area(467)	654
area(468)	659,5
area(469)	669
area(470)	657,5
area(471)	642,5
area(472)	658,5
area(473)	645
area(474)	650,5
area(475)	643
area(476)	647,5
area(477)	643
area(478)	653,5
area(479)	650,5
area(480)	654,5
area(481)	646,5
area(482)	650,5
area(483)	666
area(484)	663,5
area(485)	659,5
area(486)	646
area(487)	657,5
area(488)	670,5
area(489)	665
area(490)	657,5
area(491)	650,5
area(492)	649,5
area(493)	653
area(494)	655
area(495)	669,5
area(496)	674,5
area(497)	674
area(498)	688,5
area(499)	686,5
area(500)	689
area(501)	681,5
area(502)	676,5
area(503)	672,5
area(504)	673,5
area(505)	676
area(506)	676
area(507)	684
area(508)	688,5
area(509)	683,5
area(510)	680,5
area(511)	691,5
area(512)	685
area(513)	677,5
area(514)	692
area(515)	682,5
area(516)	691,5
area(517)	689,5
area(518)	690
area(519)	699
area(520)	700
area(521)	698
area(522)	694
area(523)	705
area(524)	709,5
area(525)	693
area(526)	687
area(527)	701
area(528)	676,5
area(529)	677
area(530)	674,5
area(531)	669
area(532)	661
area(533)	655,5
area(534)	653,5
area(535)	649,5
area(536)	643,5
area(537)	658,5
area(538)	651,5
area(539)	650
area(540)	662
area(541)	643,5
area(542)	632,5
area(543)	645,5
area(544)	637
area(545)	650
area(546)	649
area(547)	656,5
area(548)	654,5
area(549)	664,5
area(550)	661
area(551)	664,5
area(552)	677,5
area(553)	679
area(554)	650,5
area(555)	660,5
area(556)	685,5
area(557)	682,5
area(558)	686,5
area(559)	683,5
area(560)	687,5
area(561)	680
area(562)	673,5
area(563)	672
area(564)	670
area(565)	680,5
area(566)	683
area(567)	668
area(568)	669
area(569)	675
area(570)	671,5
area(571)	663,5
area(572)	664,5
area(573)	653
area(574)	662
area(575)	660
area(576)	660,5
area(577)	653
area(578)	649
area(579)	662,5
area(580)	652
area(581)	652
area(582)	652
area(583)	643
area(584)	660,5
area(585)	664
area(586)	654
area(587)	649,5
area(588)	654,5
area(589)	663,5
area(590)	671
area(591)	685
area(592)	695,5
area(593)	699
area(594)	699
area(595)	719
area(596)	700
area(597)	697
area(598)	708
area(599)	693,5
area(600)	698
area(601)	698,5
area(602)	690,5
area(603)	690
area(604)	699,5
area(605)	690,5
area(606)	679
area(607)	674
area(608)	677,5
area(609)	672
area(610)	669,5
area(611)	664,5
area(612)	650
area(613)	648
area(614)	649,5
area(615)	646,5
area(616)	637
area(617)	630,5
area(618)	635,5
area(619)	643
area(620)	636,5
area(621)	638,5
area(622)	637
area(623)	664
area(624)	681,5
area(625)	694
area(626)	693
area(627)	702
area(628)	686,5
area(629)	689
area(630)	688
area(631)	685,5
area(632)	688,5
area(633)	672,5
area(634)	684
area(635)	667
area(636)	666,5
area(637)	672,5
area(638)	669,5
area(639)	657,5
area(640)	672
area(641)	662
area(642)	661
area(643)	673
area(644)	663
area(645)	650,5
area(646)	651,5
area(647)	648
area(648)	640
area(649)	641
area(650)	646,5
area(651)	640
area(652)	635
area(653)	657,5
area(654)	680
area(655)	686,5
area(656)	693,5
area(657)	688,5
area(658)	699,5
area(659)	685
area(660)	688,5
area(661)	684
area(662)	680,5
area(663)	688,5
area(664)	673
area(665)	661,5
area(666)	676
area(667)	662
area(668)	678
area(669)	690
area(670)	677
area(671)	666,5
area(672)	662,5
area(673)	659
area(674)	659
area(675)	648
area(676)	644
area(677)	643
area(678)	638,5
area(679)	640
area(680)	624,5
area(681)	625
area(682)	650,5
area(683)	632,5
area(684)	637,5
area(685)	640,5
area(686)	658,5
area(687)	671
area(688)	682,5
area(689)	690
area(690)	681
area(691)	683
area(692)	697,5
area(693)	677,5
area(694)	671
area(695)	675,5
area(696)	662,5
area(697)	666
area(698)	674
area(699)	656,5
area(700)	670,5
area(701)	659
area(702)	653
area(703)	658
area(704)	645,5
area(705)	651
area(706)	636
area(707)	637
area(708)	636
area(709)	640,5
area(710)	654,5
area(711)	660,5
area(712)	644
area(713)	644
area(714)	652,5
area(715)	659
area(716)	655,5
area(717)	655
area(718)	668
area(719)	659
area(720)	665
area(721)	679
area(722)	662
area(723)	662
area(724)	672,5
area(725)	647
area(726)	638,5
area(727)	632,5
area(728)	624
area(729)	623,5
area(730)	624
area(731)	620
area(732)	636
area(733)	635
area(734)	632
area(735)	620,5
area(736)	635,5
area(737)	834,5
area(738)	685
area(739)	669
area(740)	701,5
area(741)	710,5
area(742)	723,5
area(743)	732,5
area(744)	671,5
area(745)	643
area(746)	628,5
area(747)	641
area(748)	620
area(749)	640
area(750)	704,5
area(751)	677
area(752)	733,5
area(753)	756
area(754)	719
area(755)	739
area(756)	733,5
area(757)	725
area(758)	738,5
area(759)	703,5
area(760)	700,5
area(761)	730
area(762)	748,5
area(763)	834,5
area(764)	801
area(765)	710,5
area(766)	665
area(767)	613,5
area(768)	611
area(769)	619,5
area(770)	613
area(771)	616,5
area(772)	615
area(773)	610
area(774)	601,5
area(775)	594,5
area(776)	612,5
area(777)	601
area(778)	608,5
area(779)	633,5
area(780)	641,5
area(781)	634
area(782)	657
area(783)	667
area(784)	676,5
area(785)	673
area(786)	668
area(787)	667
area(788)	658,5
area(789)	646
area(790)	650
area(791)	699,5
area(792)	793,5
area(793)	765
area(794)	791,5
area(795)	775
area(796)	772,5
area(797)	734,5
area(798)	719,5
area(799)	733
area(800)	736
area(801)	725,5
area(802)	705
area(803)	673,5
area(804)	685
area(805)	678,5
area(806)	682
area(807)	675,5
area(808)	676
area(809)	650
area(810)	649,5
area(811)	649,5
area(812)	644
area(813)	627,5
area(814)	615
area(815)	627
area(816)	620
area(817)	608
area(818)	623,5
area(819)	614
area(820)	621,5
area(821)	620
area(822)	609
area(823)	627,5
area(824)	614,5
area(825)	571
area(826)	569
area(827)	592,5
area(828)	594
area(829)	592
area(830)	584,5
area(831)	572
area(832)	559
area(833)	568,5
area(834)	574
area(835)	567
area(836)	583
area(837)	615,5
area(838)	597,5
area(839)	602,5
area(840)	622,5
area(841)	632,5
area(842)	639
area(843)	630,5
area(844)	646,5
area(845)	637
area(846)	629,5
area(847)	640
area(848)	636
area(849)	617,5
area(850)	636,5
area(851)	632,5
area(852)	625
area(853)	624
area(854)	619
area(855)	624
area(856)	619
area(857)	627
area(858)	638,5
area(859)	630
area(860)	631,5
area(861)	616,5
area(862)	594
area(863)	623,5
area(864)	613
area(865)	613,5
area(866)	637
area(867)	648
area(868)	646
area(869)	639,5
area(870)	635,5
area(871)	644,5
area(872)	648
area(873)	652,5
area(874)	644
area(875)	650,5
area(876)	649
area(877)	637,5
area(878)	636,5
area(879)	647
area(880)	642
area(881)	638,5
area(882)	628
area(883)	658,5
area(884)	601
area(885)	606
area(886)	615
area(887)	616
area(888)	612,5
area(889)	611,5
area(890)	603,5
area(891)	615,5
area(892)	625,5
area(893)	622,5
area(894)	632
area(895)	632
area(896)	629
area(897)	620,5
area(898)	633,5
area(899)	623,5
area(900)	637,5
area(901)	622,5
area(902)	638,5
area(903)	635
area(904)	632,5
area(905)	644,5
area(906)	632,5
area(907)	629,5
area(908)	622,5
area(909)	615,5
area(910)	601,5
area(911)	596
area(912)	588,5
area(913)	591
area(914)	594
area(915)	606
area(916)	605,5
area(917)	586,5
area(918)	613,5
area(919)	614,5
area(920)	634,5
area(921)	647
area(922)	635
area(923)	647
area(924)	640,5
area(925)	648
area(926)	647,5
area(927)	645
area(928)	653,5
area(929)	653,5
area(930)	642
area(931)	642,5
area(932)	612,5
area(933)	618,5
area(934)	631
area(935)	620
area(936)	602
area(937)	614,5
area(938)	615,5
area(939)	612
area(940)	617,5
area(941)	629,5
area(942)	631,5
area(943)	626
area(944)	636
area(945)	622
area(946)	626
area(947)	630,5
area(948)	633
area(949)	610,5
area(950)	613
area(951)	594,5
area(952)	598,5
area(953)	613
area(954)	615
area(955)	626
area(956)	627,5
area(957)	638
area(958)	636,5
area(959)	632,5
area(960)	644
area(961)	627,5
area(962)	628,5
area(963)	635,5
area(964)	633,5
area(965)	637,5
area(966)	649
area(967)	639
perimeter(0)	150,953
perimeter(1)	161,782
perimeter(2)	160,953
perimeter(3)	158,953
perimeter(4)	153,296
perimeter(5)	153,054
perimeter(6)	150,711
perimeter(7)	150,468
perimeter(8)	158,468
perimeter(9)	155,539
perimeter(10)	154,953
perimeter(11)	155,539
perimeter(12)	161,782
perimeter(13)	157,782
perimeter(14)	148,711
perimeter(15)	150,711
perimeter(16)	154,711
perimeter(17)	154,61
perimeter(18)	155,095
perimeter(19)	162,51
perimeter(20)	162,51
perimeter(21)	152,61
perimeter(22)	148,853
perimeter(23)	151,296
perimeter(24)	151,439
perimeter(25)	146,024
perimeter(26)	148,267
perimeter(27)	151,581
perimeter(28)	154,894
perimeter(29)	155,48
perimeter(30)	156,894
perimeter(31)	153,238
perimeter(32)	148,752
perimeter(33)	147,924
perimeter(34)	146,995
perimeter(35)	146,066
perimeter(36)	157,238
perimeter(37)	159,581
perimeter(38)	156,066
perimeter(39)	155,723
perimeter(40)	156,309
perimeter(41)	152,894
perimeter(42)	149,823
perimeter(43)	156,652
perimeter(44)	154,752
perimeter(45)	147,823
perimeter(46)	148,752
perimeter(47)	148,167
perimeter(48)	147,238
perimeter(49)	147,924
perimeter(50)	142,61
perimeter(51)	137,539
perimeter(52)	138,953
perimeter(53)	135,782
perimeter(54)	136,853
perimeter(55)	141,681
perimeter(56)	144,267
perimeter(57)	146,853
perimeter(58)	153,439
perimeter(59)	148,368
perimeter(60)	146,468
perimeter(61)	147,882
perimeter(62)	143,296
perimeter(63)	146,569
perimeter(64)	142,811
perimeter(65)	148,569
perimeter(66)	154,326
perimeter(67)	157,497
perimeter(68)	153,841
perimeter(69)	155,154
perimeter(70)	148,669
perimeter(71)	149,255
perimeter(72)	150,426
perimeter(73)	151,74
perimeter(74)	151,983
perimeter(75)	157,983
perimeter(76)	158,912
perimeter(77)	157,983
perimeter(78)	159,154
perimeter(79)	151,74
perimeter(80)	148,326
perimeter(81)	144,912
perimeter(82)	146,426
perimeter(83)	148,083
perimeter(84)	145,255
perimeter(85)	149,497
perimeter(86)	157,983
perimeter(87)	155,983
perimeter(88)	156,225
perimeter(89)	157,054
perimeter(90)	150,468
perimeter(91)	148,125
perimeter(92)	152,225
perimeter(93)	153,74
perimeter(94)	151,012
perimeter(95)	148,083
perimeter(96)	156,669
perimeter(97)	156,426
perimeter(98)	156,083
perimeter(99)	151,841
perimeter(100)	147,74
perimeter(101)	141,497
perimeter(102)	144,569
perimeter(103)	155,74
perimeter(104)	153,598
perimeter(105)	152,184
perimeter(106)	155,941
perimeter(107)	161,841
perimeter(108)	153,598
perimeter(109)	153,012
perimeter(110)	153,497
perimeter(111)	157,154
perimeter(112)	156,083
perimeter(113)	158,326
perimeter(114)	161,154
perimeter(115)	155,497
perimeter(116)	149,74
perimeter(117)	153,497
perimeter(118)	157,74
perimeter(119)	159,154
perimeter(120)	162,811
perimeter(121)	160,811
perimeter(122)	164,468
perimeter(123)	162,569
perimeter(124)	162,326
perimeter(125)	162,912
perimeter(126)	163,154
perimeter(127)	165,74
perimeter(128)	163,983
perimeter(129)	163,74
perimeter(130)	164,569
perimeter(131)	161,983
perimeter(132)	162,569
perimeter(133)	163,983
perimeter(134)	162,569
perimeter(135)	162,225
perimeter(136)	158,125
perimeter(137)	157,782
perimeter(138)	155,882
perimeter(139)	152,912
perimeter(140)	150,184
perimeter(141)	148,184
perimeter(142)	145,698
perimeter(143)	151,355
perimeter(144)	153,941
perimeter(145)	153,113
perimeter(146)	152,284
perimeter(147)	156,426
perimeter(148)	157,355
perimeter(149)	162,184
perimeter(150)	164,326
perimeter(151)	163,054
perimeter(152)	159,782
perimeter(153)	156,024
perimeter(154)	150,368
perimeter(155)	148,953
perimeter(156)	158,468
perimeter(157)	160,225
perimeter(158)	158,912
perimeter(159)	157,255
perimeter(160)	159,154
perimeter(161)	162,225
perimeter(162)	159,74
perimeter(163)	159,64
perimeter(164)	158,711
perimeter(165)	161,539
perimeter(166)	158,711
perimeter(167)	157,296
perimeter(168)	154,953
perimeter(169)	159,782
perimeter(170)	156,024
perimeter(171)	157,196
perimeter(172)	157,882
perimeter(173)	159,64
perimeter(174)	159,64
perimeter(175)	163,296
perimeter(176)	164,468
perimeter(177)	164,711
perimeter(178)	161,296
perimeter(179)	159,196
perimeter(180)	160,024
perimeter(181)	158,853
perimeter(182)	156,267
perimeter(183)	159,338
perimeter(184)	159,095
perimeter(185)	157,681
perimeter(186)	157,782
perimeter(187)	162,024
perimeter(188)	161,681
perimeter(189)	160,853
perimeter(190)	162,51
perimeter(191)	161,924
perimeter(192)	160,51
perimeter(193)	163,338
perimeter(194)	163,338
perimeter(195)	163,823
perimeter(196)	159,196
perimeter(197)	161,924
perimeter(198)	161,924
perimeter(199)	163,581
perimeter(200)	163,924
perimeter(201)	163,581
perimeter(202)	163,823
perimeter(203)	162,409
perimeter(204)	165,823
perimeter(205)	165,338
perimeter(206)	160,51
perimeter(207)	162,853
perimeter(208)	164,853
perimeter(209)	162,024
perimeter(210)	158,953
perimeter(211)	157,054
perimeter(212)	161,054
perimeter(213)	158,468
perimeter(214)	160,711
perimeter(215)	163,296
perimeter(216)	162,125
perimeter(217)	162,125
perimeter(218)	160,468
perimeter(219)	160,125
perimeter(220)	159,196
perimeter(221)	160,953
perimeter(222)	161,196
perimeter(223)	157,539
perimeter(224)	163,539
perimeter(225)	164,368
perimeter(226)	162,368
perimeter(227)	161,296
perimeter(228)	162,953
perimeter(229)	160,125
perimeter(230)	163,296
perimeter(231)	160,368
perimeter(232)	160,953
perimeter(233)	160,711
perimeter(234)	162,953
perimeter(235)	163,782
perimeter(236)	162,711
perimeter(237)	161,539
perimeter(238)	164,711
perimeter(239)	166,711
perimeter(240)	165,296
perimeter(241)	165,196
perimeter(242)	167,439
perimeter(243)	166,267
perimeter(244)	164,267
perimeter(245)	165,196
perimeter(246)	165,196
perimeter(247)	162,711
perimeter(248)	165,054
perimeter(249)	167,983
perimeter(250)	166,083
perimeter(251)	165,841
perimeter(252)	163,154
perimeter(253)	168,569
perimeter(254)	166,811
perimeter(255)	169,054
perimeter(256)	167,983
perimeter(257)	169,64
perimeter(258)	168,225
perimeter(259)	167,983
perimeter(260)	170,811
perimeter(261)	170,468
perimeter(262)	167,054
perimeter(263)	170,711
perimeter(264)	169,539
perimeter(265)	168,368
perimeter(266)	168,368
perimeter(267)	168,61
perimeter(268)	168,853
perimeter(269)	166,267
perimeter(270)	169,924
perimeter(271)	168,267
perimeter(272)	166,267
perimeter(273)	165,439
perimeter(274)	168,853
perimeter(275)	168,61
perimeter(276)	166,024
perimeter(277)	166,853
perimeter(278)	169,439
perimeter(279)	168,853
perimeter(280)	169,196
perimeter(281)	170,267
perimeter(282)	167,439
perimeter(283)	166,024
perimeter(284)	166,752
perimeter(285)	169,581
perimeter(286)	166,51
perimeter(287)	169,581
perimeter(288)	169,338
perimeter(289)	170,752
perimeter(290)	168,853
perimeter(291)	168,267
perimeter(292)	169,681
perimeter(293)	171,924
perimeter(294)	168,024
perimeter(295)	169,439
perimeter(296)	168,853
perimeter(297)	167,439
perimeter(298)	166,61
perimeter(299)	168,267
perimeter(300)	171,338
perimeter(301)	168,853
perimeter(302)	165,681
perimeter(303)	166,167
perimeter(304)	165,924
perimeter(305)	166,51
perimeter(306)	164,267
perimeter(307)	164,368
perimeter(308)	168,024
perimeter(309)	167,439
perimeter(310)	167,539
perimeter(311)	167,296
perimeter(312)	167,296
perimeter(313)	166,468
perimeter(314)	168,953
perimeter(315)	165,882
perimeter(316)	164,468
perimeter(317)	167,054
perimeter(318)	169,054
perimeter(319)	169,296
perimeter(320)	168,711
perimeter(321)	171,296
perimeter(322)	172,125
perimeter(323)	169,296
perimeter(324)	168,225
perimeter(325)	171,539
perimeter(326)	169,539
perimeter(327)	167,539
perimeter(328)	171,196
perimeter(329)	167,782
perimeter(330)	168,368
perimeter(331)	168,024
perimeter(332)	168,853
perimeter(333)	168,752
perimeter(334)	167,338
perimeter(335)	163,338
perimeter(336)	165,338
perimeter(337)	163,338
perimeter(338)	164,167
perimeter(339)	162,995
perimeter(340)	160,995
perimeter(341)	159,823
perimeter(342)	160,167
perimeter(343)	164,752
perimeter(344)	165,681
perimeter(345)	166,853
perimeter(346)	167,095
perimeter(347)	168,267
perimeter(348)	169,095
perimeter(349)	167,338
perimeter(350)	169,338
perimeter(351)	167,581
perimeter(352)	167,823
perimeter(353)	167,823
perimeter(354)	167,823
perimeter(355)	167,823
perimeter(356)	166,167
perimeter(357)	167,581
perimeter(358)	167,095
perimeter(359)	168,51
perimeter(360)	165,439
perimeter(361)	167,681
perimeter(362)	168,267
perimeter(363)	164,267
perimeter(364)	166,51
perimeter(365)	169,924
perimeter(366)	170,752
perimeter(367)	167,095
perimeter(368)	170,51
perimeter(369)	171,924
perimeter(370)	168,51
perimeter(371)	168,51
perimeter(372)	170,51
perimeter(373)	170,752
perimeter(374)	167,095
perimeter(375)	169,338
perimeter(376)	167,924
perimeter(377)	168,167
perimeter(378)	165,238
perimeter(379)	168,995
perimeter(380)	166,167
perimeter(381)	165,095
perimeter(382)	164,024
perimeter(383)	168,51
perimeter(384)	161,439
perimeter(385)	162,267
perimeter(386)	162,752
perimeter(387)	161,924
perimeter(388)	160,409
perimeter(389)	161,823
perimeter(390)	165,238
perimeter(391)	166,309
perimeter(392)	161,48
perimeter(393)	164,309
perimeter(394)	168,894
perimeter(395)	168,894
perimeter(396)	164,652
perimeter(397)	168,066
perimeter(398)	166,652
perimeter(399)	166,894
perimeter(400)	164,652
perimeter(401)	169,48
perimeter(402)	168,309
perimeter(403)	168,309
perimeter(404)	165,823
perimeter(405)	169,823
perimeter(406)	166,167
perimeter(407)	165,924
perimeter(408)	163,782
perimeter(409)	162,711
perimeter(410)	166,368
perimeter(411)	161,539
perimeter(412)	165,439
perimeter(413)	166,61
perimeter(414)	166,51
perimeter(415)	167,338
perimeter(416)	168,167
perimeter(417)	168,995
perimeter(418)	165,238
perimeter(419)	169,48
perimeter(420)	166,894
perimeter(421)	166,652
perimeter(422)	165,137
perimeter(423)	167,38
perimeter(424)	169,137
perimeter(425)	168,309
perimeter(426)	170,309
perimeter(427)	168,551
perimeter(428)	164,309
perimeter(429)	166,309
perimeter(430)	169,137
perimeter(431)	167,137
perimeter(432)	166,309
perimeter(433)	169,723
perimeter(434)	168,995
perimeter(435)	167,924
perimeter(436)	160,125
perimeter(437)	161,882
perimeter(438)	159,64
perimeter(439)	157,882
perimeter(440)	163,924
perimeter(441)	166,995
perimeter(442)	166,066
perimeter(443)	168,551
perimeter(444)	171,48
perimeter(445)	167,581
perimeter(446)	167,823
perimeter(447)	165,924
perimeter(448)	169,581
perimeter(449)	169,581
perimeter(450)	168,995
perimeter(451)	170,995
perimeter(452)	171,238
perimeter(453)	169,581
perimeter(454)	173,238
perimeter(455)	171,823
perimeter(456)	169,581
