	larva(0)
head_y(145)	1091
head_y(146)	1091
head_y(147)	1090
head_y(148)	1090
head_y(149)	1083
head_y(150)	1083
head_y(151)	1081
head_y(152)	1077
head_y(153)	1078
head_y(154)	1078
head_y(155)	1078
head_y(156)	1082
head_y(157)	1082
head_y(158)	1084
head_y(159)	1083
head_y(160)	1083
head_y(161)	1083
head_y(162)	1084
head_y(163)	1082
head_y(164)	1077
head_y(165)	1076
head_y(166)	1075
head_y(167)	1074
head_y(168)	1075
head_y(169)	1076
head_y(170)	1072
head_y(171)	1072
head_y(172)	1072
head_y(173)	1072
head_y(174)	1070
head_y(175)	1070
head_y(176)	1070
head_y(177)	1070
head_y(178)	1068
head_y(179)	1066
head_y(180)	1064
head_y(181)	1063
head_y(182)	1063
head_y(183)	1061
head_y(184)	1059
head_y(185)	1058
head_y(186)	1056
head_y(187)	1056
head_y(188)	1054
head_y(189)	1052
head_y(190)	1052
head_y(191)	1051
head_y(192)	1049
head_y(193)	1048
head_y(194)	1047
head_y(195)	1046
head_y(196)	1044
head_y(197)	1043
head_y(198)	1042
head_y(199)	1039
head_y(200)	1038
head_y(201)	1037
head_y(202)	1032
head_y(203)	1032
head_y(204)	1031
head_y(205)	1029
head_y(206)	1030
head_y(207)	1028
head_y(208)	1027
head_y(209)	1026
head_y(210)	1025
head_y(211)	1024
head_y(212)	1023
head_y(213)	1023
head_y(214)	1022
head_y(215)	1021
head_y(216)	1021
head_y(217)	1021
head_y(218)	1020
head_y(219)	1017
head_y(220)	1018
head_y(221)	1016
head_y(222)	1015
head_y(223)	1016
head_y(224)	1013
head_y(225)	1013
head_y(226)	1013
head_y(227)	1013
head_y(228)	1012
head_y(229)	1013
head_y(230)	1014
head_y(231)	1013
head_y(232)	1013
head_y(233)	1013
head_y(234)	1012
head_y(235)	1010
head_y(236)	1009
head_y(237)	1008
head_y(238)	1007
head_y(239)	1006
head_y(240)	1005
head_y(241)	1007
head_y(242)	1005
head_y(243)	1004
head_y(244)	1004
head_y(245)	1004
head_y(246)	1001
head_y(247)	1001
head_y(248)	1001
head_y(249)	998
head_y(250)	997
head_y(251)	998
head_y(252)	999
head_y(253)	997
head_y(254)	1001
head_y(255)	1000
head_y(256)	999
head_y(257)	1000
head_y(258)	1000
head_y(259)	1001
head_y(260)	999
head_y(261)	1000
head_y(262)	1001
head_y(263)	1000
head_y(264)	1000
head_y(265)	1003
head_y(266)	1002
head_y(267)	1003
head_y(268)	1004
head_y(269)	1005
head_y(270)	1005
head_y(271)	1005
head_y(272)	1005
head_y(273)	1005
head_y(274)	1004
head_y(275)	1004
head_y(276)	1005
head_y(277)	1004
head_y(278)	1003
head_y(279)	1005
head_y(280)	1005
head_y(281)	1004
head_y(282)	1004
head_y(283)	1005
head_y(284)	1007
head_y(285)	1005
head_y(286)	1005
head_y(287)	1007
head_y(288)	1004
head_y(289)	1004
head_y(290)	1004
head_y(291)	1003
head_y(292)	1003
head_y(293)	1002
head_y(294)	1003
head_y(295)	1003
head_y(296)	1002
head_y(297)	1002
head_y(298)	1003
head_y(299)	1003
head_y(300)	1003
head_y(301)	1003
head_y(302)	1004
head_y(303)	1004
head_y(304)	1004
head_y(305)	1003
head_y(306)	1004
head_y(307)	1004
head_y(308)	1003
head_y(309)	1003
head_y(310)	1002
head_y(311)	1001
head_y(312)	1002
head_y(313)	1002
head_y(314)	1001
head_y(315)	1001
head_y(316)	1002
head_y(317)	1000
head_y(318)	998
head_y(319)	999
head_y(320)	999
head_y(321)	998
head_y(322)	998
head_y(323)	999
head_y(324)	998
head_y(325)	1000
head_y(326)	999
head_y(327)	1000
head_y(328)	1000
head_y(329)	999
head_y(330)	1001
head_y(331)	1001
head_y(332)	1000
head_y(333)	1003
head_y(334)	1004
head_y(335)	1008
head_y(336)	1008
head_y(337)	1009
head_y(338)	1009
head_y(339)	1008
head_y(340)	1004
head_y(341)	1004
head_y(342)	1004
head_y(343)	1002
head_y(344)	1000
head_y(345)	1000
head_y(346)	1002
head_y(347)	1000
head_y(348)	1000
head_y(349)	1002
head_y(350)	1003
head_y(351)	1003
head_y(352)	1003
head_y(353)	1003
head_y(354)	1003
head_y(355)	1003
head_y(356)	1004
head_y(357)	1004
head_y(358)	1004
head_y(359)	1003
head_y(360)	1006
head_y(361)	1005
head_y(362)	1005
head_y(363)	1005
head_y(364)	1004
head_y(365)	1002
head_y(366)	1003
head_y(367)	1003
head_y(368)	1002
head_y(369)	1001
head_y(370)	1002
head_y(371)	1002
head_y(372)	1002
head_y(373)	1000
head_y(374)	1003
head_y(375)	1002
head_y(376)	1003
head_y(377)	1004
head_y(378)	1008
head_y(379)	1010
head_y(380)	1015
head_y(381)	1016
head_y(382)	1021
head_y(383)	1020
head_y(384)	1020
head_y(385)	1016
head_y(386)	1011
head_y(387)	1008
head_y(388)	1005
head_y(389)	1006
head_y(390)	1007
head_y(391)	1006
head_y(392)	1007
head_y(393)	1006
head_y(394)	1004
head_y(395)	1005
head_y(396)	1006
head_y(397)	1007
head_y(398)	1005
head_y(399)	1006
head_y(400)	1007
head_y(401)	1004
head_y(402)	1005
head_y(403)	1007
head_y(404)	1011
head_y(405)	1011
head_y(406)	1013
head_y(407)	1018
head_y(408)	1022
head_y(409)	1023
head_y(410)	1022
head_y(411)	1022
head_y(412)	1021
head_y(413)	1020
head_y(414)	1020
head_y(415)	1017
head_y(416)	1014
head_y(417)	1015
head_y(418)	1015
head_y(419)	1014
head_y(420)	1013
head_y(421)	1013
head_y(422)	1010
head_y(423)	1009
head_y(424)	1013
head_y(425)	1012
head_y(426)	1011
head_y(427)	1011
head_y(428)	1011
head_y(429)	1010
head_y(430)	1009
head_y(431)	1013
head_y(432)	1014
head_y(433)	1014
head_y(434)	1013
head_y(435)	1019
head_y(436)	1023
head_y(437)	1024
head_y(438)	1025
head_y(439)	1025
head_y(440)	1021
head_y(441)	1018
head_y(442)	1018
head_y(443)	1017
head_y(444)	1018
head_y(445)	1022
head_y(446)	1025
head_y(447)	1026
head_y(448)	1024
head_y(449)	1023
head_y(450)	1024
head_y(451)	1024
head_y(452)	1022
head_y(453)	1024
head_y(454)	1022
head_y(455)	1022
head_y(456)	1024
head_y(457)	1026
head_y(458)	1023
head_y(459)	1025
head_y(460)	1026
head_y(461)	1027
head_y(462)	1028
head_y(463)	1028
head_y(464)	1029
head_y(465)	1030
head_y(466)	1030
head_y(467)	1031
head_y(468)	1030
head_y(469)	1031
head_y(470)	1032
head_y(471)	1032
head_y(472)	1033
head_y(473)	1033
head_y(474)	1033
head_y(475)	1033
head_y(476)	1032
head_y(477)	1031
head_y(478)	1031
head_y(479)	1031
head_y(480)	1032
head_y(481)	1031
head_y(482)	1027
head_y(483)	1021
head_y(484)	1019
head_y(485)	1023
head_y(486)	1024
head_y(487)	1020
head_y(488)	1020
head_y(489)	1018
head_y(490)	1020
head_y(491)	1018
head_y(492)	1019
head_y(493)	1017
head_y(494)	1018
head_y(495)	1017
head_y(496)	1017
head_y(497)	1018
head_y(498)	1016
head_y(499)	1016
head_y(500)	1018
head_y(501)	1017
head_y(502)	1018
head_y(503)	1018
head_y(504)	1017
head_y(505)	1018
head_y(506)	1020
head_y(507)	1018
head_y(508)	1021
head_y(509)	1021
head_y(510)	1023
head_y(511)	1022
head_y(512)	1022
head_y(513)	1021
head_y(514)	1023
head_y(515)	1023
head_y(516)	1022
head_y(517)	1022
head_y(518)	1022
head_y(519)	1022
head_y(520)	1021
head_y(521)	1019
head_y(522)	1016
head_y(523)	1017
head_y(524)	1015
head_y(525)	1015
head_y(526)	1016
head_y(527)	1016
head_y(528)	1016
head_y(529)	1016
head_y(530)	1016
head_y(531)	1018
head_y(532)	1016
head_y(533)	1015
head_y(534)	1014
head_y(535)	1015
head_y(536)	1016
head_y(537)	1017
head_y(538)	1018
head_y(539)	1018
head_y(540)	1017
head_y(541)	1017
head_y(542)	1019
head_y(543)	1019
head_y(544)	1016
head_y(545)	1011
head_y(546)	1010
head_y(547)	1010
head_y(548)	1010
head_y(549)	1009
head_y(550)	1010
head_y(551)	1008
head_y(552)	1011
head_y(553)	1010
head_y(554)	1011
head_y(555)	1010
head_y(556)	1009
head_y(557)	1009
head_y(558)	1008
head_y(559)	1010
head_y(560)	1007
head_y(561)	1008
head_y(562)	1009
head_y(563)	1010
head_y(564)	1011
head_y(565)	1012
head_y(566)	1012
head_y(567)	1014
head_y(568)	1013
head_y(569)	1014
head_y(570)	1014
head_y(571)	1013
head_y(572)	1015
head_y(573)	1016
head_y(574)	1018
head_y(575)	1017
head_y(576)	1017
head_y(577)	1017
head_y(578)	1017
head_y(579)	1013
head_y(580)	1012
head_y(581)	1010
head_y(582)	1008
head_y(583)	1007
head_y(584)	1002
head_y(585)	999
head_y(586)	998
head_y(587)	999
head_y(588)	1001
head_y(589)	998
head_y(590)	994
head_y(591)	993
head_y(592)	992
head_y(593)	994
head_y(594)	993
head_y(595)	993
head_y(596)	994
head_y(597)	995
head_y(598)	994
head_y(599)	994
head_y(600)	993
head_y(601)	993
head_y(602)	993
head_y(603)	993
head_y(604)	992
head_y(605)	992
head_y(606)	992
head_y(607)	993
head_y(608)	992
head_y(609)	991
head_y(610)	991
head_y(611)	991
head_y(612)	992
head_y(613)	990
head_y(614)	989
head_y(615)	988
head_y(616)	987
head_y(617)	987
head_y(618)	990
head_y(619)	993
head_y(620)	996
head_y(621)	995
head_y(622)	997
head_y(623)	995
head_y(624)	990
head_y(625)	987
head_y(626)	985
head_y(627)	983
head_y(628)	984
head_y(629)	983
head_y(630)	983
head_y(631)	982
head_y(632)	981
head_y(633)	981
head_y(634)	980
head_y(635)	980
head_y(636)	980
head_y(637)	980
head_y(638)	979
head_y(639)	979
head_y(640)	978
head_y(641)	978
head_y(642)	979
head_y(643)	978
head_y(644)	978
head_y(645)	978
head_y(646)	979
head_y(647)	980
head_y(648)	980
head_y(649)	981
head_y(650)	990
head_y(651)	988
head_y(652)	982
head_y(653)	982
head_y(654)	977
head_y(655)	975
head_y(656)	973
head_y(657)	971
head_y(658)	969
head_y(659)	968
head_y(660)	967
head_y(661)	967
head_y(662)	967
head_y(663)	966
head_y(664)	965
head_y(665)	965
head_y(666)	965
head_y(667)	965
head_y(668)	965
head_y(669)	966
head_y(670)	966
head_y(671)	966
head_y(672)	965
head_y(673)	966
head_y(674)	967
head_y(675)	967
head_y(676)	968
head_y(677)	968
head_y(678)	969
head_y(679)	971
head_y(680)	973
head_y(681)	972
head_y(682)	976
head_y(683)	978
head_y(684)	984
head_y(685)	989
head_y(686)	990
head_y(687)	987
head_y(688)	984
head_y(689)	983
head_y(690)	983
head_y(691)	981
head_y(692)	980
head_y(693)	980
head_y(694)	983
head_y(695)	982
head_y(696)	982
head_y(697)	981
head_y(698)	980
head_y(699)	981
head_y(700)	979
head_y(701)	978
head_y(702)	979
head_y(703)	979
head_y(704)	977
head_y(705)	975
head_y(706)	976
head_y(707)	977
head_y(708)	975
head_y(709)	973
head_y(710)	972
head_y(711)	972
head_y(712)	970
head_y(713)	972
head_y(714)	970
head_y(715)	971
head_y(716)	973
head_y(717)	975
head_y(718)	975
head_y(719)	975
head_y(720)	975
head_y(721)	974
head_y(722)	972
head_y(723)	975
head_y(724)	972
head_y(725)	970
head_y(726)	972
head_y(727)	969
head_y(728)	970
head_y(729)	968
head_y(730)	971
head_y(731)	969
head_y(732)	965
head_y(733)	960
head_y(734)	960
head_y(735)	959
head_y(736)	957
head_y(737)	963
head_y(738)	962
head_y(739)	962
head_y(740)	960
head_y(741)	960
head_y(742)	959
head_y(743)	959
head_y(744)	961
head_y(745)	964
head_y(746)	965
head_y(747)	969
head_y(748)	970
head_y(749)	971
head_y(750)	973
head_y(751)	971
head_y(752)	969
head_y(753)	968
head_y(754)	965
head_y(755)	959
head_y(756)	956
head_y(757)	955
head_y(758)	953
head_y(759)	955
head_y(760)	952
head_y(761)	953
head_y(762)	954
head_y(763)	954
head_y(764)	951
head_y(765)	948
head_y(766)	945
head_y(767)	950
head_y(768)	950
head_y(769)	950
head_y(770)	950
head_y(771)	950
head_y(772)	952
head_y(773)	950
head_y(774)	949
head_y(775)	947
head_y(776)	952
head_y(777)	956
head_y(778)	958
head_y(779)	958
head_y(780)	961
head_y(781)	957
head_y(782)	953
head_y(783)	950
head_y(784)	950
head_y(785)	949
head_y(786)	951
head_y(787)	947
head_y(788)	949
head_y(789)	948
head_y(790)	946
head_y(791)	948
head_y(792)	951
head_y(793)	950
head_y(794)	957
head_y(795)	961
head_y(796)	955
head_y(797)	951
head_y(798)	953
head_y(799)	956
head_y(800)	956
head_y(801)	956
head_y(802)	956
head_y(803)	956
head_y(804)	955
head_y(805)	954
head_y(806)	953
head_y(807)	950
head_y(808)	954
head_y(809)	961
head_y(810)	960
head_y(811)	964
head_y(812)	963
head_y(813)	962
head_y(814)	963
head_y(815)	963
head_y(816)	963
head_y(817)	963
head_y(818)	965
head_y(819)	965
head_y(820)	964
head_y(821)	964
head_y(822)	962
head_y(823)	959
head_y(824)	952
head_y(825)	959
head_y(826)	960
head_y(827)	962
head_y(828)	960
head_y(829)	960
head_y(830)	964
head_y(831)	961
head_y(832)	963
head_y(833)	960
head_y(834)	960
head_y(835)	961
head_y(836)	972
head_y(837)	975
head_y(838)	972
head_y(839)	971
head_y(840)	969
head_y(841)	965
head_y(842)	966
head_y(843)	964
head_y(844)	964
head_y(845)	965
head_y(846)	965
head_y(847)	964
head_y(848)	964
head_y(849)	962
head_y(850)	966
head_y(851)	964
head_y(852)	964
head_y(853)	955
head_y(854)	955
head_y(855)	966
head_y(856)	966
head_y(857)	967
head_y(858)	967
head_y(859)	970
head_y(860)	969
head_y(861)	970
head_y(862)	969
head_y(863)	971
head_y(864)	974
head_y(865)	975
head_y(866)	991
head_y(867)	996
head_y(868)	994
head_y(869)	995
head_y(870)	996
head_y(871)	996
head_y(872)	999
head_y(873)	999
head_y(874)	998
head_y(875)	998
head_y(876)	997
head_y(877)	996
head_y(878)	993
head_y(879)	992
head_y(880)	992
head_y(881)	991
head_y(882)	988
head_y(883)	989
head_y(884)	989
head_y(885)	987
head_y(886)	987
head_y(887)	988
head_y(888)	989
head_y(889)	984
head_y(890)	979
head_y(891)	970
head_y(892)	963
head_y(893)	963
head_y(894)	960
head_y(895)	956
head_y(896)	956
head_y(897)	954
head_y(898)	958
head_y(899)	959
head_y(900)	965
head_y(901)	967
head_y(902)	971
head_y(903)	969
head_y(904)	971
head_y(905)	970
head_y(906)	973
head_y(907)	970
head_y(908)	970
head_y(909)	972
head_y(910)	971
head_y(911)	970
head_y(912)	971
head_y(913)	973
head_y(914)	974
head_y(915)	984
head_y(916)	981
head_y(917)	978
head_y(918)	969
head_y(919)	971
head_y(920)	963
head_y(921)	959
head_y(922)	956
head_y(923)	955
head_y(924)	955
head_y(925)	955
head_y(926)	953
head_y(927)	951
head_y(928)	955
head_y(929)	952
head_y(930)	953
head_y(931)	953
head_y(932)	954
head_y(933)	954
head_y(934)	955
head_y(935)	956
head_y(936)	961
head_y(937)	960
head_y(938)	961
head_y(939)	961
head_y(940)	963
head_y(941)	965
head_y(942)	965
head_y(943)	963
head_y(944)	964
head_y(945)	965
head_y(946)	964
head_y(947)	964
head_y(948)	965
head_y(949)	962
head_y(950)	962
head_y(951)	962
head_y(952)	961
head_y(953)	967
head_y(954)	969
head_y(955)	970
head_y(956)	973
head_y(957)	976
head_y(958)	976
head_y(959)	975
head_y(960)	975
head_y(961)	975
head_y(962)	976
head_y(963)	976
head_y(964)	975
head_y(965)	977
head_y(966)	978
head_y(967)	978
spinepoint_1_x(0)	1029
spinepoint_1_x(1)	1027
spinepoint_1_x(2)	1025
spinepoint_1_x(3)	1023
spinepoint_1_x(4)	1024
spinepoint_1_x(5)	1025
spinepoint_1_x(6)	1028
spinepoint_1_x(7)	1026
spinepoint_1_x(8)	1028
spinepoint_1_x(9)	1027
spinepoint_1_x(10)	1023
spinepoint_1_x(11)	1019
spinepoint_1_x(12)	1019
spinepoint_1_x(13)	1018
spinepoint_1_x(14)	1016
spinepoint_1_x(15)	1013
spinepoint_1_x(16)	1011
spinepoint_1_x(17)	1011
spinepoint_1_x(18)	1011
spinepoint_1_x(19)	1011
spinepoint_1_x(20)	1009
spinepoint_1_x(21)	1009
spinepoint_1_x(22)	1006
spinepoint_1_x(23)	1004
spinepoint_1_x(24)	1002
spinepoint_1_x(25)	1006
spinepoint_1_x(26)	1008
spinepoint_1_x(27)	1009
spinepoint_1_x(28)	1005
spinepoint_1_x(29)	1003
spinepoint_1_x(30)	999
spinepoint_1_x(31)	998
spinepoint_1_x(32)	996
spinepoint_1_x(33)	994
spinepoint_1_x(34)	995
spinepoint_1_x(35)	999
spinepoint_1_x(36)	1001
spinepoint_1_x(37)	1002
spinepoint_1_x(38)	997
spinepoint_1_x(39)	993
spinepoint_1_x(40)	986
spinepoint_1_x(41)	980
spinepoint_1_x(42)	980
spinepoint_1_x(43)	980
spinepoint_1_x(44)	978
spinepoint_1_x(45)	980
spinepoint_1_x(46)	983
spinepoint_1_x(47)	984
spinepoint_1_x(48)	981
spinepoint_1_x(49)	982
spinepoint_1_x(50)	979
spinepoint_1_x(51)	979
spinepoint_1_x(52)	979
spinepoint_1_x(53)	978
spinepoint_1_x(54)	979
spinepoint_1_x(55)	979
spinepoint_1_x(56)	977
spinepoint_1_x(57)	975
spinepoint_1_x(58)	974
spinepoint_1_x(59)	973
spinepoint_1_x(60)	971
spinepoint_1_x(61)	969
spinepoint_1_x(62)	967
spinepoint_1_x(63)	967
spinepoint_1_x(64)	965
spinepoint_1_x(65)	962
spinepoint_1_x(66)	960
spinepoint_1_x(67)	958
spinepoint_1_x(68)	958
spinepoint_1_x(69)	955
spinepoint_1_x(70)	951
spinepoint_1_x(71)	950
spinepoint_1_x(72)	949
spinepoint_1_x(73)	949
spinepoint_1_x(74)	949
spinepoint_1_x(75)	947
spinepoint_1_x(76)	945
spinepoint_1_x(77)	945
spinepoint_1_x(78)	940
spinepoint_1_x(79)	938
spinepoint_1_x(80)	937
spinepoint_1_x(81)	931
spinepoint_1_x(82)	929
spinepoint_1_x(83)	928
spinepoint_1_x(84)	926
spinepoint_1_x(85)	922
spinepoint_1_x(86)	919
spinepoint_1_x(87)	919
spinepoint_1_x(88)	918
spinepoint_1_x(89)	919
spinepoint_1_x(90)	917
spinepoint_1_x(91)	923
spinepoint_1_x(92)	923
spinepoint_1_x(93)	921
spinepoint_1_x(94)	921
spinepoint_1_x(95)	921
spinepoint_1_x(96)	922
spinepoint_1_x(97)	920
spinepoint_1_x(98)	916
spinepoint_1_x(99)	916
spinepoint_1_x(100)	913
spinepoint_1_x(101)	914
spinepoint_1_x(102)	912
spinepoint_1_x(103)	911
spinepoint_1_x(104)	911
spinepoint_1_x(105)	907
spinepoint_1_x(106)	908
spinepoint_1_x(107)	906
spinepoint_1_x(108)	903
spinepoint_1_x(109)	899
spinepoint_1_x(110)	900
spinepoint_1_x(111)	897
spinepoint_1_x(112)	896
spinepoint_1_x(113)	895
spinepoint_1_x(114)	895
spinepoint_1_x(115)	897
spinepoint_1_x(116)	893
spinepoint_1_x(117)	896
spinepoint_1_x(118)	890
spinepoint_1_x(119)	892
spinepoint_1_x(120)	889
spinepoint_1_x(121)	889
spinepoint_1_x(122)	892
spinepoint_1_x(123)	891
spinepoint_1_x(124)	887
spinepoint_1_x(125)	892
spinepoint_1_x(126)	891
spinepoint_1_x(127)	890
spinepoint_1_x(128)	890
spinepoint_1_x(129)	890
spinepoint_1_x(130)	891
spinepoint_1_x(131)	890
spinepoint_1_x(132)	889
spinepoint_1_x(133)	887
spinepoint_1_x(134)	888
spinepoint_1_x(135)	888
spinepoint_1_x(136)	889
spinepoint_1_x(137)	888
spinepoint_1_x(138)	889
spinepoint_1_x(139)	887
spinepoint_1_x(140)	886
spinepoint_1_x(141)	883
spinepoint_1_x(142)	884
spinepoint_1_x(143)	883
spinepoint_1_x(144)	884
spinepoint_1_x(145)	881
spinepoint_1_x(146)	881
spinepoint_1_x(147)	882
spinepoint_1_x(148)	883
spinepoint_1_x(149)	880
spinepoint_1_x(150)	880
spinepoint_1_x(151)	881
spinepoint_1_x(152)	885
spinepoint_1_x(153)	885
spinepoint_1_x(154)	883
spinepoint_1_x(155)	883
spinepoint_1_x(156)	878
spinepoint_1_x(157)	880
spinepoint_1_x(158)	878
spinepoint_1_x(159)	872
spinepoint_1_x(160)	871
spinepoint_1_x(161)	873
spinepoint_1_x(162)	872
spinepoint_1_x(163)	873
spinepoint_1_x(164)	871
spinepoint_1_x(165)	872
spinepoint_1_x(166)	869
spinepoint_1_x(167)	868
spinepoint_1_x(168)	868
spinepoint_1_x(169)	867
spinepoint_1_x(170)	864
spinepoint_1_x(171)	865
spinepoint_1_x(172)	863
spinepoint_1_x(173)	862
spinepoint_1_x(174)	862
spinepoint_1_x(175)	861
spinepoint_1_x(176)	861
spinepoint_1_x(177)	860
spinepoint_1_x(178)	860
spinepoint_1_x(179)	859
spinepoint_1_x(180)	861
spinepoint_1_x(181)	857
spinepoint_1_x(182)	857
spinepoint_1_x(183)	860
spinepoint_1_x(184)	855
spinepoint_1_x(185)	855
spinepoint_1_x(186)	853
spinepoint_1_x(187)	853
spinepoint_1_x(188)	851
spinepoint_1_x(189)	850
spinepoint_1_x(190)	849
spinepoint_1_x(191)	848
spinepoint_1_x(192)	846
spinepoint_1_x(193)	846
spinepoint_1_x(194)	845
spinepoint_1_x(195)	844
spinepoint_1_x(196)	844
spinepoint_1_x(197)	844
spinepoint_1_x(198)	843
spinepoint_1_x(199)	844
spinepoint_1_x(200)	843
spinepoint_1_x(201)	843
spinepoint_1_x(202)	842
spinepoint_1_x(203)	842
spinepoint_1_x(204)	840
spinepoint_1_x(205)	841
spinepoint_1_x(206)	840
spinepoint_1_x(207)	840
spinepoint_1_x(208)	840
spinepoint_1_x(209)	839
spinepoint_1_x(210)	839
spinepoint_1_x(211)	839
spinepoint_1_x(212)	840
spinepoint_1_x(213)	839
spinepoint_1_x(214)	839
spinepoint_1_x(215)	840
spinepoint_1_x(216)	840
spinepoint_1_x(217)	840
spinepoint_1_x(218)	842
spinepoint_1_x(219)	842
spinepoint_1_x(220)	842
spinepoint_1_x(221)	842
spinepoint_1_x(222)	843
spinepoint_1_x(223)	843
spinepoint_1_x(224)	843
spinepoint_1_x(225)	844
spinepoint_1_x(226)	843
spinepoint_1_x(227)	843
spinepoint_1_x(228)	843
spinepoint_1_x(229)	842
spinepoint_1_x(230)	842
spinepoint_1_x(231)	841
spinepoint_1_x(232)	842
spinepoint_1_x(233)	841
spinepoint_1_x(234)	841
spinepoint_1_x(235)	842
spinepoint_1_x(236)	845
spinepoint_1_x(237)	846
spinepoint_1_x(238)	846
spinepoint_1_x(239)	846
spinepoint_1_x(240)	846
spinepoint_1_x(241)	846
spinepoint_1_x(242)	846
spinepoint_1_x(243)	847
spinepoint_1_x(244)	847
spinepoint_1_x(245)	847
spinepoint_1_x(246)	847
spinepoint_1_x(247)	848
spinepoint_1_x(248)	851
spinepoint_1_x(249)	852
spinepoint_1_x(250)	854
spinepoint_1_x(251)	857
spinepoint_1_x(252)	858
spinepoint_1_x(253)	856
spinepoint_1_x(254)	855
spinepoint_1_x(255)	855
spinepoint_1_x(256)	855
spinepoint_1_x(257)	855
spinepoint_1_x(258)	855
spinepoint_1_x(259)	854
spinepoint_1_x(260)	854
spinepoint_1_x(261)	854
spinepoint_1_x(262)	853
spinepoint_1_x(263)	853
spinepoint_1_x(264)	853
spinepoint_1_x(265)	853
spinepoint_1_x(266)	853
spinepoint_1_x(267)	853
spinepoint_1_x(268)	852
spinepoint_1_x(269)	852
spinepoint_1_x(270)	852
spinepoint_1_x(271)	852
spinepoint_1_x(272)	852
spinepoint_1_x(273)	853
spinepoint_1_x(274)	852
spinepoint_1_x(275)	853
spinepoint_1_x(276)	852
spinepoint_1_x(277)	853
spinepoint_1_x(278)	853
spinepoint_1_x(279)	853
spinepoint_1_x(280)	853
spinepoint_1_x(281)	853
spinepoint_1_x(282)	853
spinepoint_1_x(283)	853
spinepoint_1_x(284)	854
spinepoint_1_x(285)	853
spinepoint_1_x(286)	853
spinepoint_1_x(287)	853
spinepoint_1_x(288)	853
spinepoint_1_x(289)	854
spinepoint_1_x(290)	853
spinepoint_1_x(291)	854
spinepoint_1_x(292)	854
spinepoint_1_x(293)	854
spinepoint_1_x(294)	855
spinepoint_1_x(295)	854
spinepoint_1_x(296)	854
spinepoint_1_x(297)	855
spinepoint_1_x(298)	854
spinepoint_1_x(299)	854
spinepoint_1_x(300)	854
spinepoint_1_x(301)	854
spinepoint_1_x(302)	854
spinepoint_1_x(303)	854
spinepoint_1_x(304)	854
spinepoint_1_x(305)	854
spinepoint_1_x(306)	854
spinepoint_1_x(307)	853
spinepoint_1_x(308)	855
spinepoint_1_x(309)	855
spinepoint_1_x(310)	856
spinepoint_1_x(311)	857
spinepoint_1_x(312)	857
spinepoint_1_x(313)	858
spinepoint_1_x(314)	857
spinepoint_1_x(315)	857
spinepoint_1_x(316)	858
spinepoint_1_x(317)	858
spinepoint_1_x(318)	858
spinepoint_1_x(319)	859
spinepoint_1_x(320)	859
spinepoint_1_x(321)	858
spinepoint_1_x(322)	859
spinepoint_1_x(323)	859
spinepoint_1_x(324)	859
spinepoint_1_x(325)	858
spinepoint_1_x(326)	859
spinepoint_1_x(327)	859
spinepoint_1_x(328)	859
spinepoint_1_x(329)	860
spinepoint_1_x(330)	859
spinepoint_1_x(331)	859
spinepoint_1_x(332)	859
spinepoint_1_x(333)	859
spinepoint_1_x(334)	860
spinepoint_1_x(335)	857
spinepoint_1_x(336)	856
spinepoint_1_x(337)	856
spinepoint_1_x(338)	857
spinepoint_1_x(339)	856
spinepoint_1_x(340)	858
spinepoint_1_x(341)	860
spinepoint_1_x(342)	861
spinepoint_1_x(343)	863
spinepoint_1_x(344)	865
spinepoint_1_x(345)	867
spinepoint_1_x(346)	868
spinepoint_1_x(347)	870
spinepoint_1_x(348)	869
spinepoint_1_x(349)	868
spinepoint_1_x(350)	867
spinepoint_1_x(351)	868
spinepoint_1_x(352)	867
spinepoint_1_x(353)	868
spinepoint_1_x(354)	867
spinepoint_1_x(355)	867
spinepoint_1_x(356)	868
spinepoint_1_x(357)	866
spinepoint_1_x(358)	866
spinepoint_1_x(359)	869
spinepoint_1_x(360)	868
spinepoint_1_x(361)	867
spinepoint_1_x(362)	868
spinepoint_1_x(363)	868
spinepoint_1_x(364)	868
spinepoint_1_x(365)	868
spinepoint_1_x(366)	869
spinepoint_1_x(367)	869
spinepoint_1_x(368)	870
spinepoint_1_x(369)	870
spinepoint_1_x(370)	870
spinepoint_1_x(371)	868
spinepoint_1_x(372)	868
spinepoint_1_x(373)	869
spinepoint_1_x(374)	869
spinepoint_1_x(375)	869
spinepoint_1_x(376)	869
spinepoint_1_x(377)	869
spinepoint_1_x(378)	868
spinepoint_1_x(379)	871
spinepoint_1_x(380)	868
spinepoint_1_x(381)	868
spinepoint_1_x(382)	867
spinepoint_1_x(383)	867
spinepoint_1_x(384)	867
spinepoint_1_x(385)	867
spinepoint_1_x(386)	868
spinepoint_1_x(387)	868
spinepoint_1_x(388)	871
spinepoint_1_x(389)	872
spinepoint_1_x(390)	871
spinepoint_1_x(391)	872
spinepoint_1_x(392)	872
spinepoint_1_x(393)	871
spinepoint_1_x(394)	875
spinepoint_1_x(395)	874
spinepoint_1_x(396)	873
spinepoint_1_x(397)	874
spinepoint_1_x(398)	874
spinepoint_1_x(399)	874
spinepoint_1_x(400)	875
spinepoint_1_x(401)	874
spinepoint_1_x(402)	875
spinepoint_1_x(403)	875
spinepoint_1_x(404)	875
spinepoint_1_x(405)	876
spinepoint_1_x(406)	875
spinepoint_1_x(407)	875
