C5	639	4285	8408	12415	15590	17899	19507	20970	21712	22342	23217	24056	24490	24938	25128	25674	25869	26656	26370	26713	27370	27348	27375	27708	27587	28587	28509	28558	28802	28770	28932	28995	29252	29107	28941	29657	29309	29725	29841	30101	29773	29783	29858	29781	30542	30246	30493	30527	30105
C6	507	4640	8861	12917	16676	18946	20548	21874	23092	23696	24948	26159	26271	25857	25584	24903	24086	23841	23430	23333	23218	23182	22928	23154	23307	23449	23463	23576	23804	23953	23876	24163	23644	23966	23891	23962	23982	24037	24034	24146	24158	24058	24417	24223	24575	24308	24703	24535	24880
C7	673	4378	8179	11772	14891	17135	18234	18780	19259	20158	20115	21884	21926	21425	20964	19876	19211	18024	17524	17221	16736	16631	16868	16832	17031	16818	16918	16876	17173	16761	16844	17092	17121	16815	17177	17381	16988	16940	17125	16629	17124	17096	17135	17055	17084	17085	17247	16987	17194
C8	620	7978	12476	15330	17810	19739	21245	22556	23200	23776	24364	24336	24560	25108	25559	25361	25687	26058	26175	26024	26227	26268	26655	26955	26679	27241	27492	27367	27370	27498	27521	27920	27769	27549	27803	28087	28085	28102	28350	28100	28267	28808	28411	28357	28264	28650	28438	28549	28814
C9	638	6839	11055	14190	16454	18334	20120	21121	22261	22502	23503	23709	23786	24391	24309	24875	25151	25400	25481	25922	25754	26162	26541	26223	26576	26618	26689	26945	26935	26991	27077	26670	26893	27245	27200	27178	27104	27374	27463	27460	27515	27637	27536	27667	27371	27945	28110	28022	27862
C10	469	6140	9957	12893	14731	16525	17353	18200	18492	18935	19230	20627	19453	19224	19025	18093	17053	16242	15440	14967	14900	14693	14617	14512	14694	14297	14510	14532	14356	14564	14293	14670	14597	14574	14503	14426	14433	14714	14520	14618	14419	14434	14349	14537	14367	14361	14454	14292	14255
C11	612	6350	11077	14274	16895	19016	20318	21421	22247	23389	23237	26691	24634	24143	23836	23262	22113	21675	20704	20183	20207	20329	20527	20214	20310	20509	20539	20765	20729	20635	20850	20552	20807	20806	20912	21230	20846	21164	21070	20981	20732	20970	21343	21324	21058	21370	21942	21478	21655
C12																																																	
D1																																																	
D2	560	11821	18946	23307	25362	26969	28399	29288	30309	31419	32467	31685	32467	31927	31280	30657	30038	29901	29509	29084	29378	29292	30157	30084	30357	30768	30383	30798	31081	31273	31659	31566	31713	32044	32268	33025	32422	32514	32815	32953	32865	32925	33108	33407	33529	33659	33751	34284	34431
D3	814	12537	20323	24165	25218	26300	27183	27449	27914	28765	28971	27882	26507	25594	25143	24219	22843	22315	21566	21788	21778	21826	21921	21970	21962	22116	22274	22363	22377	22454	22576	23512	22434	22975	22718	22723	22763	22864	22671	22752	22907	22645	22764	23058	23207	23310	23017	23037	23151
D4	690	12930	20261	24703	26721	28662	29597	30433	31085	31796	32524	32605	33246	33592	34064	34127	34271	35062	35055	35458	35317	35351	36208	35523	36416	35965	36705	36557	37013	37056	36894	37005	37110	36713	37369	37608	37457	37537	37909	37814	37394	37823	37257	37918	37917	37700	37837	38133	38254
D5	883	11658	18014	21566	23520	24488	25189	25717	26411	26520	26926	26765	26872	27123	27306	27630	27862	28150	28332	28419	28865	28453	29174	28854	29332	29442	29325	28965	29749	29453	29583	30106	30317	29963	29587	30153	30009	30421	30200	30044	30255	30184	30542	30429	30549	30549	30525	31002	31276
D6	712	13188	21028	24703	26834	27982	29225	30083	31233	32083	32346	33225	31449	30153	29550	28875	26918	25593	24245	24164	23282	23647	22950	22891	23086	23057	23535	23115	23147	23305	23027	23561	23315	23380	23135	23091	23226	23152	22845	23324	23207	23108	23213	23253	23221	23058	23159	23258	23218
D7	809	11425	18265	21656	23012	24310	25120	25562	26073	26295	26785	27087	25284	24385	23735	22465	21449	20202	19230	18622	18604	18197	18163	18176	18217	17841	18034	17981	18171	17966	18004	17883	17910	17959	17797	17850	17757	17791	17504	17545	17701	17623	17593	17462	17806	17896	17596	17551	17654
D8	757	11647	17865	21433	23568	24535	25594	26145	26512	27308	27687	27355	27851	28554	28111	29185	28741	29493	28806	30147	29401	30527	29148	30168	30705	29567	30766	30698	30268	30911	31182	30416	30426	31063	31781	31769	30494	31492	31490	32014	31460	30904	31309	31302	31771	31564	32060	31866	31926
D9	613	10554	17596	21309	23749	25130	26345	27130	27700	28148	28786	29337	29666	29598	30250	30366	30195	30658	30837	31040	30399	31632	30899	31915	31346	32353	32691	31783	32459	32914	32631	31932	32902	33108	32998	32359	32976	34066	33365	32850	33514	33689	33922	32975	33662	34103	33855	34246	34271
D10	741	9428	15215	18565	21114	22016	22610	23781	23534	24264	24890	26060	24494	23365	23092	22681	21579	20557	19667	19731	19220	18917	19092	19159	18939	19298	19241	19324	19361	19643	19356	19537	19360	19557	19745	19534	19598	19916	19442	19699	19751	20083	19826	19856	19572	19742	20112	20503	20398
D11	534	9135	15815	19755	21705	23598	25483	26514	27628	28949	29557	31403	29758	29671	29237	28622	28036	27048	26720	26593	26459	26177	26368	26072	26760	26898	27427	26878	27253	27222	27817	27067	28104	27568	27898	28186	28056	28497	27992	28264	28219	28365	28632	28317	28766	28818	28726	29373	29238
D12																																																	
E1																																																	
E2	799	10770	18178	22905	23760	25181	26495	28159	28917	30129	31449	30114	28701	28594	28503	27720	26779	25732	25361	25179	25339	25349	25790	25710	25672	25881	26307	26665	26673	26859	26889	26996	26894	26912	27128	27569	27304	27381	27444	27401	27279	27554	27559	27812	27619	27604	28091	28250	27991
E3	681	12359	20592	25754	26251	28306	28748	30174	31311	32532	33723	31758	30365	30255	30017	29617	28143	27112	26077	26305	26131	25853	26511	26529	26477	26675	27029	27113	26946	26901	27116	27576	27003	27870	27807	27829	27386	27815	27441	27854	27703	28060	27966	27767	28066	27946	27950	27759	28372
E4	943	13248	21354	26493	28630	30264	31509	33120	33565	34347	34962	34654	35565	35676	36378	36718	36718	37074	37448	37422	38142	37948	38369	37816	39417	38319	39690	38495	39433	39568	39572	39810	39965	39793	39970	40032	40276	40174	40090	39731	40080	40446	40183	40608	40640	40760	41097	41200	41805
E5	699	11248	18474	21763	23705	24658	26573	27300	27753	28429	29163	28359	29348	29324	30102	30462	30537	31023	31183	31244	31349	31330	31780	31680	32216	32103	32377	32428	32718	32416	32973	32602	32988	32967	32863	32841	33192	32890	33187	33225	34072	33551	33451	33557	33597	34031	34106	34739	34973
E6	763	12029	19759	24138	26152	27031	28489	29157	29612	30313	30757	30854	29967	28950	28598	27428	26101	24907	23707	24096	23611	23513	23443	23257	23717	23733	24060	23993	23639	24173	23949	24241	24133	23887	23943	24185	24470	24205	24551	24709	24766	24767	25149	24829	24715	24936	24562	25153	25261
E7	861	10956	18322	22202	24360	25660	26560	27598	28637	28852	29564	29987	28948	28315	27556	26855	25609	25261	24244	24017	24024	24005	24381	24457	24183	24200	24797	24737	24980	25343	25068	25210	24937	24951	25229	25368	25081	25309	25378	25546	25664	25724	25721	25658	25708	25833	26021	25969	25869
E8	659	11371	17948	22002	24101	25414	26422	27336	28176	28315	29066	28605	29629	29847	29436	29442	30084	30348	31643	30926	31587	31086	31784	32295	31572	32439	32614	32880	32650	32236	32275	32736	33058	33403	33179	32862	33183	33081	33153	33384	33301	33122	33465	33725	33834	33686	33901	33950	33816
E9	771	10101	16651	21051	22828	24636	25923	26603	27330	28017	28422	28453	28880	29470	29502	29588	29402	30377	29730	30915	30900	30414	31564	30748	32132	30878	31674	31002	32403	31732	31327	32064	31431	32167	32363	31528	32796	32742	31846	32575	33146	32000	32755	32513	33187	32832	33795	32911	32955
E10	580	10026	16366	19793	21920	23346	24585	24727	25661	25464	26523	26769	25248	23688	23058	22391	21196	19773	18447	17947	17805	17654	17323	17344	17421	17284	17666	17605	17702	17457	17750	17833	17926	17606	17583	17773	17645	17778	17554	17451	17612	17480	17629	17845	17604	17701	17948	17790	18064
E11	635	8492	14165	17769	19390	20964	22472	23775	24802	25719	26300	27511	25066	24897	24327	23759	22981	22087	21315	20586	20761	20534	20767	20632	20650	21021	21169	21089	21396	21250	21549	21548	21788	21571	21563	21921	21733	21860	22173	21840	22154	22242	22121	22002	22262	22095	21952	22205	22527
E12																																																	
F1																																																	
F2	465	9907	17016	20583	22697	24557	25491	27566	28490	28857	30633	31041	31722	31831	31212	31067	31182	30121	29987	30136	30256	30320	30654	31128	31392	31676	31951	32395	32673	32865	32986	33007	33326	33589	33374	33529	33372	33379	33362	33579	33789	33796	33991	33653	34232	33961	34712	34509	35103
F3	866	9827	16629	20622	22454	24013	25344	26417	27579	28297	29226	31329	32008	31899	31359	31077	30970	30679	30342	30992	30695	30863	31804	31686	32390	32314	32545	33077	33054	33232	33162	33228	33643	33434	33184	33505	33832	34052	33935	34284	33828	34260	33847	33949	34677	35075	34743	35282	35137
F4	470	4625	6985	7893	8489	8838	9182	9423	9563	9619	9876	9769	9839	10031	9976	10213	10260	10494	10227	10331	10388	10478	10708	10835	10508	10610	10760	11106	10793	10887	11133	11076	11284	11285	11146	11353	11292	11274	11518	11255	11372	11401	11492	11511	11382	11714	11652	11817	11749
F5	847	10023	16715	19909	21757	23340	24214	24458	25305	25931	25970	25928	26248	26404	27190	27467	27919	28074	27980	28232	28252	28852	28944	29085	29084	28874	29394	29258	29568	29453	30111	29692	29360	29872	30105	30304	30679	30815	30324	30472	30952	31143	31080	31341	31487	31467	31893	31869	32021
F6	733	11285	18557	22810	25090	26261	27875	28559	29203	29701	30484	30528	28259	27214	26865	25793	24713	22910	22022	21664	21315	20949	21095	21058	21111	21166	21245	21213	21179	21393	21533	21265	21304	21795	21535	21526	21508	21486	21879	21802	21329	21706	21456	21500	21577	21530	21928	21700	21795
F7	615	9914	16411	19648	21807	22625	23564	24020	24855	25124	25518	25661	23198	22316	21346	20541	19352	17339	16573	15869	15316	15577	15187	15223	15171	15384	15448	15200	15242	15180	15291	15102	15196	15466	15291	15100	15475	15183	14992	14981	15143	15297	15228	15173	14942	14604	15163	14982	14867
F8	574	1634	2222	2563	2773	2845	2956	3006	2987	3164	3131	3209	3223	3180	3342	3322	3389	3235	3376	3529	3552	3527	3513	3501	3533	3555	3587	3507	3536	3517	3559	3519	3692	3625	3518	3515	3532	3726	3490	3602	3445	3589	3600	3581	3621	3522	3429	3641	3660
F9	556	9684	16120	20032	21864	23148	24076	25257	25275	25986	26456	26460	26312	26977	27522	27751	28189	28213	28412	28699	28721	28749	28985	29201	29184	28623	29551	29453	30070	29082	30023	29706	29634	29610	30017	29998	30568	30614	30000	30657	30543	30860	30563	31109	30851	31268	30949	31786	31556
F10	684	8474	14129	17003	18985	20189	20875	21496	22251	22554	22568	23553	21088	20852	19945	19525	18480	17488	16953	15972	16003	15721	16117	15657	15908	15844	15840	16236	16007	16351	15970	16282	16032	16282	16330	16428	16500	16449	16117	16235	16381	16485	16061	16280	16407	16309	16442	16723	16510
F11	492	8820	15149	19286	21316	22830	24683	25629	26909	27446	28776	29566	27826	27132	26956	26609	25736	25332	24461	24453	24638	24597	24573	24808	24964	25224	25452	25822	25721	25842	25938	26111	26441	26441	26395	26520	26624	26748	26761	26734	26688	26907	27181	27098	27316	27517	27200	27246	27682
F12																																																	
G1																																																	
G2	730	8729	15658	19119	21489	22815	24733	25704	27234	28263	28701	30619	31370	31460	30909	30738	30779	30383	30516	31041	31377	31630	32579	32932	33595	34042	34368	33981	34201	34272	34616	34553	34768	35304	35003	35053	35350	35034	35418	34985	35335	35628	35854	36099	36302	36094	36623	36432	36470
G3	565	9259	16394	19694	21873	23459	25091	26321	27272	27839	28992	31221	32749	32389	32087	31768	31715	31317	31671	32019	32428	32752	33314	33584	33916	34619	34428	34258	34838	35421	35713	35522	34664	35032	35460	35259	36098	35359	35541	36156	35737	35779	35877	36331	36621	36604	36783	37023	37143
G4	747	8607	16077	19510	21906	23892	25212	26517	27691	28669	29555	29339	29932	31099	31683	31737	32130	32542	33016	33421	34089	34169	34402	34658	34806	34770	35191	35343	35516	35352	36107	35763	36244	36286	36389	36874	37029	37527	37360	37478	37741	37899	38007	38077	38044	37849	38141	38520	38516
G5	573	8730	15862	18914	21774	23398	25678	26380	27145	27786	28679	28272	29303	30195	30933	30843	31869	31995	32634	32741	32979	33696	33900	33754	34456	35010	34461	34914	35316	35827	35462	35802	35755	35844	36024	35862	36184	36944	36716	37249	37377	37627	37498	37482	37860	37765	38579	38789	38606
G6	763	8675	15759	18339	20585	21915	23616	24731	25965	26483	27314	27335	24867	24033	23651	23073	21735	20481	19379	19136	18937	18898	18982	18860	19086	19151	19155	19161	19469	19449	19778	19467	19561	19754	19324	19525	19735	19677	19437	19404	19789	19431	19856	19407	19445	19749	19554	19666	19907
G7	533	8821	15120	18567	20500	21519	22907	23889	24333	24700	25306	25911	22139	21462	20644	19985	18925	16973	15969	15029	14440	14453	14298	14369	14220	14247	14275	14272	14463	14547	14189	14108	14155	14037	14139	14230	13889	14278	14080	14061	13933	14173	14133	14175	14224	14025	13930	14245	14017
G8	565	8919	15189	19047	20966	22618	24026	25092	25877	26370	27009	27146	27556	28562	28731	29462	29832	29930	30402	30751	30808	31247	31286	31963	31413	32236	32094	32586	32249	32602	32792	32732	32827	33076	32983	33394	33287	33470	33680	34036	34053	34266	34052	34089	34093	34429	34530	34631	34522
G9	744	8314	15303	18678	21347	22441	23927	25029	25850	26501	27060	27876	27807	28263	29003	29271	29379	29726	30047	30285	30375	30615	31057	31105	31245	31469	31410	31494	31766	32201	32139	32146	32246	32283	32773	32821	33066	33220	33197	33041	33149	33708	33367	33209	33710	33896	34322	33700	34678
G10	441	7752	14043	17242	19689	21091	22770	23362	24506	25390	26089	26640	24513	23900	23429	22773	21708	20428	19511	19036	18688	18313	18514	18675	18857	19078	18989	19240	19143	19517	19629	19410	19178	19752	19127	19517	19544	19715	19855	19648	19641	19858	19811	19736	19931	20001	20173	20201	20265
G11	631	7602	15520	16907	18999	20957	22204	23925	24908	26016	26697	28152	26173	25837	25099	24748	24649	23818	22731	22836	22588	22915	23002	23047	23598	23565	24229	24291	23893	25269	24920	25164	25248	25706	25394	25926	25917	26459	25627	26151	26289	26530	27043	26482	26761	26937	26697	26782	27294
G12																																																	
H1																																																	
H2																																																	
H3																																																	
H4																																																	
H5																																																	
H6																																																	
H7																																																	
H8																																																	
H9																																																	
H10																																																	
H11																																																	
H12																																																	
																																																	
End Time				2017-06-21 10:29:25																																													
